Article_ID,Numbered_Source_Text,Original_Abstractive_Summary,Godly_Labels,Bastin_Labels,Adithya_Labels
78713,"[0] കണ്ണൂര്‍: ജില്ലയിൽ പുതുതായി രണ്ടു പേര്‍ക്കു കൂടി കൊറോണ വൈറസ് രോഗ ബാധ സ്ഥിരീകരിച്ചതായി ജില്ലാ കളക്ടര്‍ ടി വി സുഭാഷ് അറിയിച്ചു
[1] രണ്ടുപേരും ആലക്കോട് കുടിയാന്‍മല സ്വദേശികളാണ്
[2] 60കാരനും 59കാരിയുമായ ഇരുവര്‍ക്കും സമ്പര്‍ക്കത്തിലൂടെയാണ് രോഗബാധയുണ്ടായത്
[3] രോഗ ലക്ഷണങ്ങളെ തുടര്‍ന്ന് ഏപ്രില്‍ 9-ന് കണ്ണൂര്‍ ഗവ
[4] മെഡിക്കല്‍ കോളേജില്‍ നിന്നാണ് ഇരുവരും സ്രവ പരിശോധനയ്ക്ക് വിധേയരായത്
[5] മാര്‍ച്ച് 29-ന് കൊറോണ ബാധ സ്ഥിരീകരിച്ച 35കാരന്റെ വീട്ടുകാരാണ് ഇരുവരും
[6] ദുബൈയില്‍ നിന്ന് മാര്‍ച്ച് 20-ന് നാട്ടിലെത്തിയ ഇദ്ദേഹം ഇപ്പോള്‍ കണ്ണൂര്‍ ഗവ
[7] മെഡിക്കല്‍ കോളേജില്‍ ചികിത്സയിലാണ്
[8] രണ്ടുപേര്‍ക്കു കൂടി രോഗബാധ സ്ഥിരീകരിച്ചതോടെ ജില്ലയില്‍ പോസിറ്റീവ് കേസുകളുടെ എണ്ണം 66 ആയി
[9] ഇവരില്‍ 37 പേര്‍ ഇതിനകം സുഖം പ്രാപിച്ച് ആശുപത്രി വിട്ടു
[10] ഇതിനിടെ സംസ്ഥാനത്ത് പുതുതായി ഏഴു പേര്‍ക്ക് കൂടി കോവിഡ് 19 സ്ഥിരീകരിച്ചതായി ആരോഗ്യ വകുപ്പ് മന്ത്രി കെ കെ ശൈലജ അറിയിച്ചിരുന്നു
[11] കാസര്‍ഗോഡ്- 3 പേര്‍ക്കും കണ്ണൂര്‍, മലപ്പുറം ജില്ലകളിലെ 2 പേര്‍ക്കുമാണ് രോഗം സ്ഥിരീകരിച്ചത്
[12] മലപ്പുറം ജില്ലയിലെ രണ്ടുപേര്‍ നിസാമുദ്ദീനില്‍ നിന്നും വന്നവരാണ്",ജില്ലയിൽ പുതുതായി രണ്ടു പേർക്കു കൂടി കൊറോണ വൈറസ് രോഗ ബാധ സ്ഥിരീകരിച്ചതായി ജില്ലാ കളക്ടർ ടി വി സുഭാഷ് അറിയിച്ചു. ഇതിനിടെ സംസ്ഥാനത്ത് പുതുതായി ഏഴു പേർക്ക് കൂടി കോവിഡ് 19 സ്ഥിരീകരിച്ചതായി ആരോഗ്യ വകുപ്പ് മന്ത്രി കെ കെ ശൈലജ അറിയിച്ചിരുന്നു.,,,
69104,"[0] ഷാര്‍ജ: സാഹിത്യ പ്രേമികള്‍ക്ക് വിരുന്നൊരുക്കി 35ാമത് ഷാര്‍ജ അന്താരാഷ്ട്ര പുസ്തകോത്സവം 2016 നവംബര്‍ 2 മുതല്‍ 12 വരെ ഷാര്‍ജ എക്‌സ്‌പോ സെന്ററില്‍ നടക്കും
[1] ഇന്ത്യയില്‍ നിന്നും കല, സാഹിത്യ, സാംസ്‌കാരിക രംഗത്തെ പ്രമുഖരുടെ സാന്നിധ്യം ഇക്കൊല്ലവും മേളക്ക് മുതല്‍ക്കൂട്ടാകും
[2] ജാവേദ് അക്തര്‍, കൈലാഷ് സത്യാര്‍ഥി, ചേതന്‍ ഭഗത്, ശശി തരൂര്‍, കനിഷ്‌ക് തരൂര്‍, എം .ടി
[3] വാസുദേവന്‍ നായര്‍, മമ്മൂട്ടി, കെ
[4] പി.രാമനുണ്ണി, എം.മുകുന്ദന്‍, സുഭാഷ് ചന്ദ്രന്‍, ബെന്യാമിന്‍, മുസാഫര്‍ അഹമ്മദ്, ശ്രീകുമാരന്‍ തമ്പി, സച്ചിദാനന്ദന്‍, മധുസൂദനന്‍ നായര്‍, പി
[5] എന്‍ .ഗോപീകൃഷ്ണന്‍, ഞെരളത് ഹരിഗോവിന്ദന്‍, എസ് .ഗോപാലകൃഷ്ണന്‍, ഗോപി കല്ലായി","സാഹിത്യ പ്രേമികൾക്ക് വിരുന്നൊരുക്കി 35ാമത് ഷാർജ അന്താരാഷ്ട്ര പുസ്തകോത്സവം 2016 നവംബർ 2 മുതൽ 12 വരെ ഷാർജ എക്സ്പോ സെന്ററിൽ നടക്കും. ഇന്ത്യയിൽ നിന്നും കല, സാഹിത്യ, സാംസ്കാരിക രംഗത്തെ പ്രമുഖരുടെ സാന്നിധ്യം ഇക്കൊല്ലവും മേളക്ക് മുതൽക്കൂട്ടാകും.",,,
61760,"[0] തുടര്‍ച്ചയായി മൂന്ന് തവണ തെരഞ്ഞെടുപ്പില്‍ വിജയിച്ച് വിസ്മയം സൃഷ്ടിച്ചിരുന്നു മാര്‍ഗരറ്റ് താച്ചര്‍
[1] 1979 മുതല്‍ 90 വരെ മൂന്നു തവണ ബ്രിട്ടീഷ് പ്രധാനമന്ത്രിയായിരുന്നു
[2] ബ്രിട്ടന്റെ ആദ്യ വനിതാ പ്രധാനമന്ത്രിയാണ്
[3] നഷ്ടത്തിലായിരുന്ന പൊതുമേഖലാ വ്യവസായങ്ങള്‍ സ്വകാര്യവത്ക്കരിക്കുക അടക്കമുള്ള സാമ്പത്തിക പരിഷ്‌കരണങ്ങള്‍ അവര്‍ നടപ്പില്‍ വരുത്തി
[4] താച്ചറിസം എന്നറിയപ്പെട്ട പ്രവര്‍ത്തന ശൈലിയില്‍ ആധുനിക ബ്രിട്ടനെ വാര്‍ത്തെടുക്കുന്നതില്‍ അവര്‍ നിര്‍ണായക പങ്ക് വഹിച്ചു
[5] സോവിയറ്റ് യൂണിയനോടുള്ള ശക്തമായ എതിര്‍പ്പിന്റെ പേരിലാണ് മാര്‍ഗരറ്റ് താച്ചറിനെ ഉരുക്കുവനിത എന്ന് വിളിച്ചുതുടങ്ങിയത്
[6] എന്നാല്‍ പിന്നീട് ആ കളിയാക്കല്‍ ബഹുമാനത്തിന്റെ സ്വരത്തിലേക്ക് മാറി
[7] നിശ്ചയദാര്‍ഢ്യവും ധൈര്യവും നിറഞ്ഞ നിലപാടുകളിലൂടെ അവര്‍ രാജ്യത്തെ മുന്നോട്ടുനയിച്ചു
[8] തൊഴിലാളി യൂണിയനുകളുടെ ശ്ക്തമായ എതിര്‍പ്പിനെ മറികടന്നായിരുന്നു പല താച്ചറിന്റെ പല പരിഷ്‌കാരങ്ങളും",താച്ചറിസം എന്നറിയപ്പെട്ട പ്രവർത്തന ശൈലിയിൽ ആധുനിക ബ്രിട്ടനെ വാർത്തെടുക്കുന്നതിൽ അവർ നിർണായക പങ്ക് വഹിച്ചു. സോവിയറ്റ് യൂണിയനോടുള്ള ശക്തമായ എതിർപ്പിന്റെ പേരിലാണ് മാർഗരറ്റ് താച്ചറിനെ ഉരുക്കുവനിത എന്ന് വിളിച്ചുതുടങ്ങിയത്.,,,
83751,"[0] കാസര്‍ഗോട്: ലീഗിനുള്ള ശോഭാ സുരേന്ദ്രന്‍റെ ക്ഷണം പൊതുവായ ചില താത്പര്യങ്ങൾ അവര്‍ക്കിടയിലുണ്ടെന്ന് വ്യക്തമാക്കുന്നതാണെന്ന് സിപിഎം നേതാവ് വിപിപി മുസ്തഫ
[1] ലീഗിനെ എന്‍ഡിഎയിലേക്ക് ചില ബിജെപി നേതാക്കൾ ക്ഷണിക്കുമ്പോൾ, അതിൽ നിന്നും മനസ്സിലാകുന്നത്, ചില പൊതുവായ താത്പര്യങ്ങൾ അവർക്കിടയിലുണ്ടെന്നാണ്
[2] അത് കേവലമൊരു പ്രസ്താവനയായി കാണേണ്ടതില്ല
[3] മുസ്ലിം ലീഗിനെയോ, ഇനി ജമാത്തെ ഇസ്ലാമിയെപ്പോലുമോ, ഒരു മുഖ്യശത്രുവായി ബിജെപി കാണുന്നില്ല എന്നാണ് അതിന്റെയർത്ഥമെന്നും അദ്ദേഹം ഫേസ്ബുക്കില്‍ കുറിക്കുന്നു
[4] വിപിപി മുസ്തഫയുടെ ഫേസ്ബുക്ക് കുറിപ്പിന്‍റെ പൂര്‍ണ്ണ രൂപം ഇങ്ങനെ.
[5] ലീഗും ബിജെപിയും വര്‍ഗ്ഗീയരാഷ്ട്രീയത്തിന്റെ","മുസ്ലിം ലീഗിനെയോ, ഇനി ജമാത്തെ ഇസ്ലാമിയെപ്പോലുമോ, ഒരു മുഖ്യശത്രുവായി ബിജെപി കാണുന്നില്ല എന്നാണ് അതിന്റെയർത്ഥമെന്നും അദ്ദേഹം ഫേസ്ബുക്കിൽ കുറിക്കുന്നു. ലീഗിനുള്ള ശോഭാ സുരേന്ദ്രൻറെ ക്ഷണം പൊതുവായ ചില താത്പര്യങ്ങൾ അവർക്കിടയിലുണ്ടെന്ന് വ്യക്തമാക്കുന്നതാണെന്ന് സിപിഎം നേതാവ് വിപിപി മുസ്തഫ.",,,
85697,"[0] എറണാകുളം: കോവിഡ് ചികിത്സയ്ക്കായി ജില്ലയില്‍ ഒഴിവുള്ളത് 3125 കിടക്കകള്‍
[1] കോവിഡ് രോഗികളുടെ ചികിത്സയ്ക്കായി ജില്ലയില്‍ വിവിധ വിഭാഗങ്ങളിലായി തയ്യാറാക്കിയ 5833 കിടക്കകളില്‍ 2708 പേര്‍ നിലവില്‍ ചികിത്സയിലുണ്ട്
[2] രോഗം സ്ഥിരീകരിച്ച് വീടുകളില്‍ നിരീക്ഷണത്തില്‍ കഴിയാന്‍ സാധിക്കാത്തവര്‍ക്കായി തയ്യാറാക്കിയ ഡൊമിസിലറി കെയര്‍ സെന്ററുകളിലായി 2863 കിടക്കകള്‍ സജ്ജമാക്കിയിട്ടുണ്ട്
[3] ഇവിടങ്ങളില്‍ 1045 പേര്‍ ചികിത്സയിലുണ്ട്
[4] ജില്ലയില്‍ ഇതുവരെ ഇത്തരം 69 കേന്ദ്രങ്ങള്‍ സജ്ജമാക്കിയിട്ടുണ്ട്
[5] ഇവിടങ്ങളില്‍ 1818 കിടക്കള്‍ ഒഴിവുണ്ട്
[6] ജില്ലയില്‍ ബി.പിസി.എല്‍, ടി.സി.എസ് എന്നീ സ്ഥാപനങ്ങള്‍ അവരുടെ ജീവനക്കാര്‍ക്കായി കോവിഡ് ഫസ്റ്റ് ലൈന്‍ ട്രീറ്റ്‌മെന്റ് സെന്ററുകളില്‍","ജില്ലയിൽ ബി.പിസി.എൽ, ടി.സി.എസ് എന്നീ സ്ഥാപനങ്ങൾ അവരുടെ ജീവനക്കാർക്കായി കോവിഡ് ഫസ്റ്റ് ലൈൻ ട്രീറ്റ്മെന്റ് സെന്ററുകളിൽ രോഗം സ്ഥിരീകരിച്ച് വീടുകളിൽ നിരീക്ഷണത്തിൽ കഴിയാൻ സാധിക്കാത്തവർക്കായി തയ്യാറാക്കിയ ഡൊമിസിലറി കെയർ സെന്ററുകളിലായി 2863 കിടക്കകൾ സജ്ജമാക്കിയിട്ടുണ്ട്.",,,
37845,"[0] അപ്രതീക്ഷിതമായി ഒരു ഷോപ്പിൽ വച്ച് ബോളിവുഡ് താരം രൺവീർ സിങ്ങിനെ കണ്ടെന്നിരിക്കട്ടെ
[1] എന്തു ചെയ്യും? ഓടിച്ചെന്ന് ഒരു ഹായ് പറയും
[2] സ്വയം പരിചയപ്പെടുത്തും
[3] അതുതന്നെയാണ് നടി ദേവിയും ചെയ്തത്
[4] സ്വയം പരിചയപ്പെടുത്തിയതിനു പുറമേ ദേവി അമ്മ ജലജയേയും പരിചയപ്പെടുത്തി
[5] സംഭവം കാനിൽ വച്ചായിരുന്നു",ഒരു ഷോപ്പിൽ വച്ച് ബോളിവുഡ് താരം രൺവീർ സിങ്ങിനെ കണ്ടെന്നിരിക്കട്ടെ. സ്വയം പരിചയപ്പെടുത്തിയതിനു പുറമേ ദേവി അമ്മ ജലജയേയും പരിചയപ്പെടുത്തി.,,,
71251,"[0] 'വേറ്റപ്പറ്റി'കൾ കുരച്ചുകൊണ്ടേയിരിക്കും
[1] അവർ ബി ജെ പിയെ എങ്ങനെയും തകർക്കാൻ നോക്കും
[2] ബി ജെ പിയുടെ എം പിയായ സുരേഷ് ഗോപിയുടെ കാറിന്റെ പേരിലാണ് സഖാക്കളുടെ പുതിയ പ്രചാരണം
[3] പയ്യന്നൂർ രെജിസ്ട്രേഷൻ കമ്മികൾ പോണ്ടിച്ചേരി രെജിസ്ട്രേഷനാക്കി കള്ളപ്രചാരണം നടത്തുന്ന ദേശദ്രോഹികളെ പ്രബുദ്ധ കേരളം തിരിച്ചറിയും
[4] പയ്യന്നൂർ പോണ്ടിച്ചേരിയാക്കി മാറ്റിയ കമ്മികളുടെ ഇത്തരം കള്ളപ്രചാരണങ്ങളിൽ വീഴാൻ സംഘപരിവാർ അനുയായികളുടെ തലച്ചോർ ചാണകമല്ല
[5] - സീരിയസായിട്ടാണോ എഴുതിയത് എന്നാരെങ്കിലും ചോദിച്ചാൽ ഉത്തരമില്ല
[6] പബ്ലിക് വോയിസ് എന്ന ഗ്രൂപ്പിൽ പോസ്റ്റിട്ടയാള്‍ സംഘിയാണോ എന്ന് പോലും ഉറപ്പില്ല
[7] എന്നാൽ സംഘികളെ നോക്കി ഇവിടെയും ദുരന്തം എന്ന് പറയുകയാണ് സോഷ്യൽ മീഡിയ
[8] കമന്റുകളിൽ ചിലത് കാണാം.",ബി ജെ പിയുടെ എം പിയായ സുരേഷ് ഗോപിയുടെ കാറിന്റെ പേരിലാണ് സഖാക്കളുടെ പുതിയ പ്രചാരണം. പയ്യന്നൂർ രെജിസ്ട്രേഷൻ കമ്മികൾ പോണ്ടിച്ചേരി രെജിസ്ട്രേഷനാക്കി കള്ളപ്രചാരണം നടത്തുന്ന ദേശദ്രോഹികളെ പ്രബുദ്ധ കേരളം തിരിച്ചറിയും.,,,
76017,"[0] താമരശ്ശേരി: നിരവധി മോഷണക്കേസുകളിൽ ഉൾപ്പെട്ട പ്രതി 14 വർഷത്തിന് ശേഷം പോലീസിന്റെ പിടിയിലായി
[1] പുതുപ്പാടി കക്കാട് നാക്കിലമ്പാട് കോളനിയിലെ ബാബു എന്ന കറുത്തുണ്ടി ബാബു(32) ആണ് പിടിയിലായത്
[2] ക്ഷേത്രങ്ങളിൽ കവർച്ച നടത്തിയതടക്കമുള്ള കേസുകളിൽ പ്രതിയായ ബാബുവിനെതിരെ അഞ്ചു വാറണ്ടുകൾ പുറപ്പെടുവിച്ചിട്ടുണ്ട്
[3] 2007 ഒക്ടോബർ 26 ന് കരികുളം അന്നപൂർണ്ണ ദേവി ക്ഷേത്രത്തിലെ ശ്രീകോവിലിന്റെ പൂട്ട് പൊളിച്ച് അകത്ത് കടന്ന് പണവും സാധനങ്ങളും കവർന്ന കേസിൽ ഇയാളെ പോലീസ് തെരഞ്ഞുവരികയായിരുന്നു
[4] 2007 ഡിസംബർ അഞ്ചിന് പുതുപ്പാടി കക്കാട് സ്വദേശി സ്റ്റീഫന്റെ എസ്റ്റേറ്റിൽ നിന്നും റബർ ഷീറ്റുകൾ മോഷ്ടിച്ചതിനും ബാബുവിനെതിരേ താമരശ്ശേരി പോലീസ് സ്‌റ്റേഷനിൽ കേസ് നിലവിലുണ്ട്
[5] കൂടാതെ ബാലുശ്ശേരി, മുക്കം, കോടഞ്ചേരി, അത്തോളി സ്‌റ്റേഷനുകളിലും അമ്പലങ്ങൾ കുത്തിത്തുറന്ന് കവർച്ച നടത്തിയതിലും ഭണ്ഡാരത്തിലെ പണം മോഷ്ടിച്ചതിനും ഇയാൾക്കെതിരെ കേസുകൾ നിലവിലുണ്ടെന്ന് പോലീസ് അറിയിച്ചു",2007 ഒക്ടോബർ 26 ന് കരികുളം അന്നപൂർണ്ണ ദേവി ക്ഷേത്രത്തിലെ ശ്രീകോവിലിന്റെ പൂട്ട് പൊളിച്ച് അകത്ത് കടന്ന് പണവും സാധനങ്ങളും കവർന്ന കേസിൽ ഇയാളെ പോലീസ് തെരഞ്ഞുവരികയായിരുന്നു. 2007 ഡിസംബർ അഞ്ചിന് പുതുപ്പാടി കക്കാട് സ്വദേശി സ്റ്റീഫന്റെ എസ്റ്റേറ്റിൽ നിന്നും റബർ ഷീറ്റുകൾ മോഷ്ടിച്ചതിനും ബാബുവിനെതിരേ താമരശ്ശേരി പോലീസ് സ്റ്റേഷനിൽ കേസ് നിലവിലുണ്ട്.,,,
62106,"[0] ശിവലിംഗത്തിന് 1.5 ലക്ഷം രൂപ വില വരും
[1] മോഷ്ടിക്കപ്പെട്ടവയില്‍ ഏറ്റവും വിലകൂടിയ വസ്തുവായിരുന്നു ശിവ ലിംഗം
[2] എന്നിട്ടും മോഷ്ടാക്കള്‍ ഇത് ഉപേക്ഷിക്കണമെങ്കില്‍ അവര്‍ക്ക് കുറ്റബോധം ഉണ്ടായതാകാം കാരണമെന്ന് പൊലീസ് പറയുന്നു
[3] ഒട്ടേറെ ആരാധകര്‍ വന്ന് പോകുന്ന ക്ഷേത്രമാണ് മോഷണത്തിന് ഇരയായത്
[4] ഇത് വരേയും പ്രതികളെ ഒന്നും പിടികൂടിയിട്ടില്ല
[5] സംഭവം നടക്കുന്ന ദിവസം രാത്രി 9.30 ന് ക്ഷേത്രം അടച്ചിരുന്നു, രാവിലെ 3.30 ന് അമ്പലം തുറക്കുമ്പോഴാണ് മോഷണം നടന്ന വിവരം പൂജാരി അറിയുന്നത്
[6] എന്തായാലും തങ്ങള്‍ ആരാധിക്കുന്ന ദൈവത്തിന്റെ ശക്തി കൊണ്ടാണ് വിഗ്രഹം തിരിച്ച് കിട്ടിയെതെന്നാണ് വിശ്വസികള്‍ പറയുന്നത്","സംഭവം നടക്കുന്ന ദിവസം രാത്രി 9.30 ന് ക്ഷേത്രം അടച്ചിരുന്നു, രാവിലെ 3.30 ന് അമ്പലം തുറക്കുമ്പോഴാണ് മോഷണം നടന്ന വിവരം പൂജാരി അറിയുന്നത്. എന്തായാലും തങ്ങൾ ആരാധിക്കുന്ന ദൈവത്തിന്റെ ശക്തി കൊണ്ടാണ് വിഗ്രഹം തിരിച്ച് കിട്ടിയെതെന്നാണ് വിശ്വസികൾ പറയുന്നത്.",,,
62705,"[0] മിയാമി: വിമാനത്തില്‍ നിന്ന് യാത്രക്കാരന്‍ കടലിലേയ്ക്ക് വീണെന്ന് യുഎസ് പൈലറ്റ്.മിയാമിയ്ക്കടുത്ത് കടലിലേയ്ക്ക് യാത്രക്കാരന്‍ വീണെന്നാണ് യുഎസ് പൈലറ്റ് നല്‍കുന്ന മൊഴി
[1] 609 മീററര്‍ ഉയരത്തില്‍ ആയിരുന്ന വിമാനത്തില്‍ നിന്നാണ് യാത്രക്കാരന്‍ വീണതെന്ന് പൈലറ്റ് പറയുന്നു
[2] നവംബര്‍ 14 വ്യാഴാഴ്ചയാണ് ഫെഡറല്‍ ഏവിയേഷന് അപകടവാര്‍ത്ത കിട്ടുന്നത്
[3] യാത്രക്കാരന്‍ താഴേയ്ക്ക് വീണ കാര്യം ഫെഡറല്‍ ഏവിയേഷന്‍ അഡ്മിനിസ്‌ട്രേഷന്‍ വക്താവ് കാത്‌ലീന്‍ ബെര്‍ഗന്‍ പറഞ്ഞു
[4] വ്യാഴാഴ്ച ഉച്ചയ്ക്കായിരുന്നു സംഭവം
[5] ചെറു വിമാനത്തിന്റെ വാതിലിലൂടെയാണ് യാത്രക്കാരന്‍ താഴേയ്ക്ക് വീണതെന്നാണ് പൈലറ്റ് പറയുന്നത്
[6] മിയാമി എക്‌സിക്യൂട്ടീവ് എയര്‍പോര്‍ട്ട് പരിസരത്ത് മിയാമി കോസ്റ്റ് ഗാര്‍ഡും, അഗ്നിശമന സേനാംഗങ്ങളും പരിശോധന നടത്തി","മിയാമി എക്സിക്യൂട്ടീവ് എയർപോർട്ട് പരിസരത്ത് മിയാമി കോസ്റ്റ് ഗാർഡും, അഗ്നിശമന സേനാംഗങ്ങളും പരിശോധന നടത്തി. വിമാനത്തിൽ നിന്ന് യാത്രക്കാരൻ കടലിലേയ്ക്ക് വീണെന്ന് യുഎസ് പൈലറ്റ്.മിയാമിയ്ക്കടുത്ത് കടലിലേയ്ക്ക് യാത്രക്കാരൻ വീണെന്നാണ് യുഎസ് പൈലറ്റ് നൽകുന്ന മൊഴി.",,,
62164,"[0] ദുബായ്: അല്‍ ബര്‍ഷയില്‍ കാര്‍ ഹോട്ടലിന്റെ റെസ്‌റ്റോറണ്ടിലേക്ക് ഇടിച്ചുകയറിയതിനെ തുടര്‍ന്ന് മൂന്നു പേര്‍ കൊല്ലപ്പെട്ടു
[1] രണ്ട് ഹോട്ടല്‍ ജീവനക്കാരനും ഒരു വഴിയാത്രക്കാരനുമാണ് കൊല്ലപ്പെട്ടത്
[2] കാര്‍ ഓടിച്ചിരുന്നയാള്‍ക്ക് പരിക്കൊന്നുമേറ്റിട്ടില്ല
[3] അതേ സമയം കാറിലുണ്ടായിരുന്ന ബ്രസീലിയന്‍ വംശജയായ യുവതിക്ക് ചെറിയ തോതില്‍ പരിക്കേറ്റതായി എമിറേറ്റ് പോര്‍ട്ടല്‍ റിപ്പോര്‍ട്ട് ചെയ്യുന്നു
[4] ഡ്രൈവറടക്കം ബാക്കിയുള്ള യാത്രക്കാരെല്ലാം അംഗോളയില്‍ നിന്നുള്ളവരാണെന്ന് തെളിഞ്ഞിട്ടുണ്ട്
[5] മരിച്ച മൂന്നു പേരും ഏഷ്യന്‍ വംശജരാണ്",അതേ സമയം കാറിലുണ്ടായിരുന്ന ബ്രസീലിയൻ വംശജയായ യുവതിക്ക് ചെറിയ തോതിൽ പരിക്കേറ്റതായി എമിറേറ്റ് പോർട്ടൽ റിപ്പോർട്ട് ചെയ്യുന്നു. അൽ ബർഷയിൽ കാർ ഹോട്ടലിന്റെ റെസ്റ്റോറണ്ടിലേക്ക് ഇടിച്ചുകയറിയതിനെ തുടർന്ന് മൂന്നു പേർ കൊല്ലപ്പെട്ടു.,,,
8576,"[0] കോട്ടയം∙ കൂരാലിയിൽ ആക്രി സാധനങ്ങൾ കയറ്റി വന്ന മിനിലോറി ഓട്ടത്തിനിടയിൽ കത്തി നശിച്ചു
[1] ഡ്രൈവറും സഹായിയും ഓടി രക്ഷപ്പെട്ടു
[2] തീ പടർന്ന ലോറി നിമിഷങ്ങൾക്കുള്ളിൽ കത്തി നശിച്ചു
[3] ഡ്രൈവർ പാലക്കാട് പട്ടാമ്പി കാരക്കാട് കല്ലത്താനിക്കൽ ഹമീദ്, ഒപ്പമുണ്ടായിരുന്ന ബന്ധു കല്ലത്താനിക്കൽ ബഷീർ എന്നിവരാണ് ഇറങ്ങിയോടി രക്ഷപ്പെട്ടത്
[4] ഷോർട്ട് സർക്യൂട്ടാണ് കാരണമെന്ന് പൊലീസ് പറയുന്നു
[5] കാഞ്ഞിരപ്പള്ളിയിൽ നിന്നു ആക്രി സാധനങ്ങൾ കയറ്റി ഏറ്റുമാനൂർ വഴി പട്ടാമ്പിക്കു പോകുകയായിരുന്നു ലോറി","ഡ്രൈവർ പാലക്കാട് പട്ടാമ്പി കാരക്കാട് കല്ലത്താനിക്കൽ ഹമീദ്, ഒപ്പമുണ്ടായിരുന്ന ബന്ധു കല്ലത്താനിക്കൽ ബഷീർ എന്നിവരാണ് ഇറങ്ങിയോടി രക്ഷപ്പെട്ടത്. കാഞ്ഞിരപ്പള്ളിയിൽ നിന്നു ആക്രി സാധനങ്ങൾ കയറ്റി ഏറ്റുമാനൂർ വഴി പട്ടാമ്പിക്കു പോകുകയായിരുന്നു ലോറി.",,,
65323,"[0] ഇന്ന് 2014 ഡിസംബര്‍ 30
[1] പുതുവര്‍ഷം പടിവാതില്‍ക്കല്‍ എത്തി നില്‍ക്കുകയാണ്
[2] പുതുവര്‍ഷത്തെ പ്രതീക്ഷയോടെ വരവേല്‍ക്കാനൊരുങ്ങി നില്‍ക്കുകയാണ് ലോകം
[3] പ്രതീക്ഷകള്‍ക്കൊപ്പം തന്നെ 2014 ലെ ചില ദുരന്തങ്ങളെ കൂടി നമുക്ക് ഓര്‍ത്തെടുത്താലോ
[4] ഈ ദുരന്ത കാഴ്ചകള്‍ 2015 ല്‍ ആവര്‍ത്തിയ്ക്കാതിരിയ്ക്കട്ടേ
[5] പ്രകൃതി ദുരന്തങ്ങളുടെ പ്രത്യേകിച്ച് പ്രളയത്തിന്റെയും കൊടുങ്കാറ്റിന്റെയും വര്‍ഷമായിരുന്നു 2014
[6] ഓര്‍ത്തെടുക്കാം നമ്മെ ഞെട്ടിച്ച് വേദനിപ്പിച്ച ആ ദുരന്തങ്ങളെ.",പ്രതീക്ഷകൾക്കൊപ്പം തന്നെ 2014 ലെ ചില ദുരന്തങ്ങളെ കൂടി നമുക്ക് ഓർത്തെടുത്താലോ. പ്രകൃതി ദുരന്തങ്ങളുടെ പ്രത്യേകിച്ച് പ്രളയത്തിന്റെയും കൊടുങ്കാറ്റിന്റെയും വർഷമായിരുന്നു 2014.,,,
