Article_ID,Numbered_Source_Text,Original_Abstractive_Summary,Your_Extractive_Labels,Annotator_Name
24798,"[0] തിരുവനന്തപുരം ∙ ദേശീയ ഗെയിംസ് താരങ്ങള്‍ സെക്രട്ടേറിയറ്റിനു മുന്നില്‍ നടത്തിവന്ന സമരം നിര്‍ത്തിവച്ചു
[1] താരങ്ങളുടെ നിയമനം പരിഗണിക്കാമെന്ന് സര്‍ക്കാര്‍ ഉറപ്പുനല്‍കിയതിനെത്തുടര്‍ന്നാണ് തീരുമാനം
[2] നിയമനക്കാര്യം ബുധനാഴ്ച മന്ത്രിസഭായോഗം പരിഗണിക്കുമെന്നാണ് അറിയിപ്പ്
[3] ലാസ്റ്റ് ഗ്രേഡ് ഒഴിവുകള്‍ ഉടന്‍ അറിയിക്കണമെന്ന് ആഭ്യന്തര സെക്രട്ടറി ആവശ്യപ്പെട്ടു
[4] റിപ്പോര്‍ട്ട് മുഖ്യമന്ത്രിയുടെ ഓഫിസിന് കൈമാറി
[5] വിവരം സമരം ചെയ്യുന്നവരെ അറിയിച്ചു",∙ ദേശീയ ഗെയിംസ് താരങ്ങൾ സെക്രട്ടേറിയറ്റിനു മുന്നിൽ നടത്തിവന്ന സമരം നിർത്തിവച്ചു. ലാസ്റ്റ് ഗ്രേഡ് ഒഴിവുകൾ ഉടൻ അറിയിക്കണമെന്ന് ആഭ്യന്തര സെക്രട്ടറി ആവശ്യപ്പെട്ടു.,,
52843,"[0] മൊഹാലി: ശ്രീലങ്കയ്ക്കെതിരായ ഏകദിന പരമ്പരയിലെ അടുത്ത മൂന്ന് മത്സരങ്ങളിലും ഇന്ത്യന്‍ ടീമില്‍ മുന്‍ ക്യാപ്റ്റന്‍ സൗരവ് ഗാംഗുലിയില്ല
[1] ഒക്ടോബര്‍ 28 വെള്ളിയാഴ് മൊഹാിയില്‍ നടന്ന രണ്ടാം ഏകദിനത്തിനു ശേഷം യോഗം ചേര്‍ന്ന സെലക്ഷന്‍ കമ്മിറ്റി ആദ്യ രണ്ട് ഏകദിനങ്ങളിലും കളിച്ച 15 അംഗ ടീമിനെ നിലനിര്‍ത്താന്‍ തീരുമാനിച്ചു
[2] ക്യാപ്റ്റന്‍ രാഹുല്‍ ദ്രാവിഡും കോച്ച് ഗ്രെഗ് ചാപ്പലും ടീം ഫിസിയോ ഗ്ലോസ്ററും സെലക്ഷന്‍ കമ്മിറ്റി യോഗത്തില്‍ പങ്കെടുത്തിരുന്നു
[3] ആദ്യ മത്സരത്തില്‍ കളിച്ച ടീമിനെ തന്നെ നിലനിര്‍ത്താന്‍ ഏകപക്ഷീയമായി തീരുമാനിക്കുകയായിരുന്നെന്ന് യോഗത്തിന് ശേഷം വാര്‍ത്താസമ്മേളനത്തില്‍ ബി.സി.സി.ഐ
[4] സെക്രട്ടറി എസ്.കെ
[5] നായര്‍ പറഞ്ഞു",ഒക്ടോബർ 28 വെള്ളിയാഴ് മൊഹാിയിൽ നടന്ന രണ്ടാം ഏകദിനത്തിനു ശേഷം യോഗം ചേർന്ന സെലക്ഷൻ കമ്മിറ്റി ആദ്യ രണ്ട് ഏകദിനങ്ങളിലും കളിച്ച 15 അംഗ ടീമിനെ നിലനിർത്താൻ തീരുമാനിച്ചു. ക്യാപ്റ്റൻ രാഹുൽ ദ്രാവിഡും കോച്ച് ഗ്രെഗ് ചാപ്പലും ടീം ഫിസിയോ ഗ്ലോസ്ററും സെലക്ഷൻ കമ്മിറ്റി യോഗത്തിൽ പങ്കെടുത്തിരുന്നു.,,
87761,"[0] ദില്ലി: ഉത്തരാഖണ്ഡില്‍ കനത്ത മഴയില്‍ ദുരന്തത്തിന്റെ വ്യാപ്തി കൂടുന്നു
[1] 34 പേരാണ് 24 മണിക്കൂറിനിടെ മഴക്കെടുതിയില്‍ മരിച്ചത്
[2] അഞ്ച് പേരെ കാണാതായിട്ടുണ്ടെന്നും, ഇവരെ ഇതുവരെ കണ്ടെത്തിയിട്ടില്ലെന്നും മുഖ്യമന്ത്രി പുഷ്‌കര്‍ സിംഗ് ധാമി പറഞ്ഞു
[3] കൊല്ലപ്പെട്ടവരുടെ കുടുംബങ്ങള്‍ക്ക് നാല് ലക്ഷം രൂപ ധനസഹായം പ്രഖ്യാപിച്ചിട്ടുണ്ട് മുഖ്യമന്ത്രി
[4] വീടുകള്‍ക്ക് നഷ്ടപ്പെട്ടവര്‍ക്ക് 1.9 ലക്ഷം രൂപയും നഷ്ടപരിഹാരമായി നല്‍കും
[5] ഉത്തരാഖണ്ഡിലെ മഴക്കെടുതിയില്‍ വലിയ വിഷമമുണ്ടെന്നും, പരിക്കേറ്റവര്‍ ഏത്രയും പെട്ടെന്ന് ജീവിതത്തിലേക്ക് തിരിച്ചുവരട്ടെയെന്ന് പ്രധാനമന്ത്രി നരേന്ദ്ര മോദി പറഞ്ഞു
[6] രക്ഷാപ്രവര്‍ത്തനം പുരോഗമിക്കുകയാണെന്നും, എല്ലാവരുടെയും സുരക്ഷയ്ക്ക് വേണ്ടി താന്‍ പ്രാര്‍ത്ഥിക്കുന്നതായും പ്രധാനമന്ത്രി പറഞ്ഞു
[7] ബിജെപി ദേശീയ അധ്യക്ഷന്‍ ജെപി നദ്ദയും ഉത്തരാഖണ്ഡിലെ ദുരിതത്തില്‍ അനുശോചനം അറിയിച്ചു
[8] സംസ്ഥാനത്തെ ആകെ തകര്‍ത്തിരിക്കുകയാണ് അപ്രവചനീയമായ കാലാവസ്ഥ
[9] രാംഗഡിലെ താല്ല വെള്ളത്തില്‍ മുങ്ങിയിരിക്കുകയാണ്
[10] നൈനിറ്റാളിലും ആളുകളെ കാണാതായിട്ടുണ്ട്
[11] നൈനിറ്റാള്‍ തീര്‍ത്തും ഒറ്റപ്പെട്ടിരിക്കുകയാണ്
[12] ടൂറിസ്റ്റ് ഹബ്ബ് കൂടിയായ ഇങ്ങോട്ടുള്ള മൂന്ന് പ്രധാനപ്പെട്ട റോഡുകള്‍ കനത്ത ഉരുള്‍പ്പൊട്ടലിനെയും മണ്ണിടിച്ചിലിനെയും തുടര്‍ന്ന് തടസ്സപ്പെട്ടിരിക്കുകയാണ്
[13] ഇത് മാറ്റി ഗതാഗതം പുനസ്ഥാപിക്കണമെങ്കില്‍ ദിവസങ്ങള്‍ വേണ്ടി വരും
[14] സംസ്ഥാന സര്‍ക്കാര്‍ ഇവിടെയുള്ള കാര്യങ്ങള്‍ പരിശോധിക്കുന്നുണ്ട്","ഉത്തരാഖണ്ഡിലെ മഴക്കെടുതിയിൽ വലിയ വിഷമമുണ്ടെന്നും, പരിക്കേറ്റവർ ഏത്രയും പെട്ടെന്ന് ജീവിതത്തിലേക്ക് തിരിച്ചുവരട്ടെയെന്ന് പ്രധാനമന്ത്രി നരേന്ദ്ര മോദി പറഞ്ഞു. ടൂറിസ്റ്റ് ഹബ്ബ് കൂടിയായ ഇങ്ങോട്ടുള്ള മൂന്ന് പ്രധാനപ്പെട്ട റോഡുകൾ കനത്ത ഉരുൾപ്പൊട്ടലിനെയും മണ്ണിടിച്ചിലിനെയും തുടർന്ന് തടസ്സപ്പെട്ടിരിക്കുകയാണ്.",,
88002,"[0] തിരുവനന്തപുരം: യൂറോപ്യന്‍ രാജ്യങ്ങളില്‍ കൊവിഡ് കേസുകള്‍ വര്‍ദ്ധിക്കുന്ന സാഹചര്യം കണക്കിലെടുക്ക് ലോകാരോഗ്യ സംഘടനയുടെ യൂറോപ്പ് മേധാവി കഴിഞ്ഞ ദിവസം മുന്നറിയിപ്പുമായി രംഗത്തെത്തിയിരുന്നു
[1] യൂറോപ്പിലെയും മധ്യേഷ്യയിലെയും രാജ്യങ്ങളില്‍ വരും ആഴ്ചകളില്‍ പുതിയ കോവിഡ് വൈറസ്സ് തരംഗം ഉണ്ടാകുമെന്നാണ് ലോകാരോഗ്യ സംഘടനയുടെ മുന്നറിയിപ്പ്
[2] ഇത് കൊറോണ വൈറസിന്റെ കൂടുതല്‍ മാറ്റം സംഭവിച്ച ഡെല്‍റ്റ വകഭേദമെന്നാണ് ലോകരോഗ്യ സംഘടന വ്യക്തമാക്കിയത്
[3] യൂറോപ്പ്യന്‍ യൂണിയന്‍ അധികൃതരോട് വാക്സിനേഷന്റെ കാര്യത്തില്‍ പ്രത്യേക ശ്രദ്ധ വേണമെന്ന് ലോകാരോഗ്യ സംഘടന ആവശ്യപ്പെട്ടിട്ടുണ്ട്
[4] ഇപ്പോഴിതാ ഈ സാഹചര്യത്തില്‍ മുന്നറിയിപ്പുമായി രംഗത്തെത്തിയിരിക്കുകയാണ് യുഎന്‍ ദുരന്തലഘൂകരണം വിഭാഗം തലവന്‍ മുരളി തുമ്മാരുകുടി
[5] കൊവിഡ് - തുടരുന്ന തരംഗങ്ങള്‍ എന്ന കുറിപ്പിലാണ് അദ്ദേഹം ചില കാര്യങ്ങള്‍ വ്യക്തമാക്കുന്നത്",യൂറോപ്യൻ രാജ്യങ്ങളിൽ കൊവിഡ് കേസുകൾ വർദ്ധിക്കുന്ന സാഹചര്യം കണക്കിലെടുക്ക് ലോകാരോഗ്യ സംഘടനയുടെ യൂറോപ്പ് മേധാവി കഴിഞ്ഞ ദിവസം മുന്നറിയിപ്പുമായി രംഗത്തെത്തിയിരുന്നു. യൂറോപ്പിലെയും മധ്യേഷ്യയിലെയും രാജ്യങ്ങളിൽ വരും ആഴ്ചകളിൽ പുതിയ കോവിഡ് വൈറസ്സ് തരംഗം ഉണ്ടാകുമെന്നാണ് ലോകാരോഗ്യ സംഘടനയുടെ മുന്നറിയിപ്പ്.,,
42102,"[0] എന്റെ ഇരുപത്തിരണ്ട് വയസ്സുള്ള ഒരേയൊരു മകൻ ബിടെക്കുകാരനാണ്
[1] ഞങ്ങളുടെ ബന്ധുവായ ഒരു പെൺകുട്ടിയെ അവൻ പ്രണയിക്കുന്നു
[2] അവൾ അവന്റെയടുത്തു പ്രണയം അറിയിച്ചു
[3] അവനതിൽ വീണിരിക്കുകയാണ്
[4] ആ കുട്ടി മെലിഞ്ഞ് ഉയരമില്ലാത്തവളാണ്
[5] ശരീരവളർച്ചയില്ല
[6] സ്തന വളർച്ച കാണാനേ ഇല്ല
[7] അവള്‍ക്കു അനീമിയ ആണെന്നു മോന്‍ പറയുന്നു
[8] ഈ കുട്ടിക്കു ദാമ്പത്യ ജീവിതം നയിക്കാൻ കഴിയുമോ?",ഈ കുട്ടിക്കു ദാമ്പത്യ ജീവിതം നയിക്കാൻ കഴിയുമോ? ഇരുപത്തിരണ്ട് വയസ്സുള്ള ഒരേയൊരു മകൻ ബിടെക്കുകാരനാണ്.,,
85381,"[0] പത്തനംതിട്ട: ട്രെയിനില്‍ വെച്ച് യുവതിയെ ആക്രമിച്ച സംഭവത്തില്‍ പ്രതി പിടിയില്‍
[1] ആലപ്പുഴ സ്വദേശിയായ ബിജുക്കുട്ടന്‍ എന്നയാളെയാണ് പത്തനംതിട്ടയിലെ ചിറ്റാറില്‍ വെച്ച് പോലീസ് പിടികൂടിയത്
[2] ഇയാളെ റിമാന്‍ഡ് ചെയ്തു
[3] ഒരാഴ്ച മുന്‍പാണ് 31കാരിയായ യുവതി തീവണ്ടിയില്‍ വെച്ച് ആക്രമിക്കപ്പെട്ടത്
[4] രക്ഷപ്പെടാന്‍ വേണ്ടി യുവതി തീവണ്ടിയില്‍ നിന്ന് പുറത്തേക്ക് എടുത്ത് ചാടുകയായിരുന്നു
[5] ഇക്കഴിഞ്ഞ ഏപ്രില്‍ 28നാണ് ഞെട്ടിക്കുന്ന സംഭവം ഉണ്ടായത്
[6] മുളന്തുരത്തി സ്റ്റേഷനില്‍ നിന്നുമാണ് യുവതി ഗുരുവായൂര്‍-പുനലൂല്‍ എക്‌സ്പ്രസില്‍ കയറിയത്
[7] യുവതി കയറിയ കംപാര്‍ട്ട്‌മെന്റ് ആളൊഴിഞ്ഞത് ആയിരുന്നു
[8] ഇവിടേക്ക് കയറിയ പ്രതി ആദ്യം യുവതിയുടെ സ്വര്‍ണാഭരണം ആവശ്യപ്പെട്ട് ഭീഷണിപ്പെടുത്തി
[9] യുവതി ആഭരണം ഊരി നല്‍കി
[10] അതിന് ശേഷമാണ് പ്രതി യുവതിയെ ആക്രമിക്കാന്‍ തുനിഞ്ഞത്",ആലപ്പുഴ സ്വദേശിയായ ബിജുക്കുട്ടൻ എന്നയാളെയാണ് പത്തനംതിട്ടയിലെ ചിറ്റാറിൽ വെച്ച് പോലീസ് പിടികൂടിയത്. മുളന്തുരത്തി സ്റ്റേഷനിൽ നിന്നുമാണ് യുവതി ഗുരുവായൂർ-പുനലൂൽ എക്സ്പ്രസിൽ കയറിയത്.,,
83294,"[0] ദില്ലി: കാര്‍ഷിക ബില്ലിനെതിരെ കര്‍ഷകര്‍ നടത്തിയ ട്രാക്ടര്‍ റാലിയില്‍ നാടകീയ രംഗങ്ങളായിരുന്നു അരങ്ങേറിയത്
[1] കഴിഞ്ഞ ദിവസം അരങ്ങേറിയ സംഘര്‍ഷവാസ്ഥ ഇപ്പോഴും തലസ്ഥാന നഗരത്തില്‍ കെട്ടങ്ങിയിട്ടില്ല
[2] സുരക്ഷ ശക്തമാക്കുന്നതിനായി കഴിഞ്ഞ ദിവസം കേന്ദ്രം അര്‍ദ്ധ സൈനിക വിഭാഗത്തെ നിയോഗിച്ചിരുന്നു
[3] 15 കമ്പനി അര്‍ദ്ധ സൈനിക വിഭാഗത്തെയാണ് സംഘര്‍ഷ പ്രദേശങ്ങളില്‍ നിയോഗിച്ചിരിക്കുന്നത്
[4] കഴിഞ്ഞ ദിവസം സംഘര്‍ഷം നടക്കുന്നതിനിടെ ദേശീയ സ്മാരകമായ ചെങ്കോട്ടയില്‍ പതാക കെട്ടുന്നതിന്റെ ദൃശ്യങ്ങള്‍ പുറത്തുവന്നിരുന്നു
[5] കാവി നിറത്തിലുള്ള ഒരു പതാകയായിരുന്നു പ്രതിഷേധക്കാര്‍ ചെങ്കോട്ടയ്ക്ക് മുകളിലായി ഉയര്‍ത്തിയത്
[6] എന്നാല്‍ ഇതിന് പിന്നാലെ ഇതുമായി ബന്ധപ്പെട്ട് നിരവധി പ്രചാരണങ്ങളാണ് സോഷ്യല്‍ മീഡിയയിലും മറ്റും നടന്നത്",എന്നാൽ ഇതിന് പിന്നാലെ ഇതുമായി ബന്ധപ്പെട്ട് നിരവധി പ്രചാരണങ്ങളാണ് സോഷ്യൽ മീഡിയയിലും മറ്റും നടന്നത്. കഴിഞ്ഞ ദിവസം സംഘർഷം നടക്കുന്നതിനിടെ ദേശീയ സ്മാരകമായ ചെങ്കോട്ടയിൽ പതാക കെട്ടുന്നതിന്റെ ദൃശ്യങ്ങൾ പുറത്തുവന്നിരുന്നു.,,
83183,"[0] ദില്ലി: ഇന്ത്യയില്‍ ജനുവരി 13 മുതല്‍ കൊവിഡ് വാക്സിന്‍ വിതരണത്തിന് സജ്ജമെന്ന് കേന്ദ്ര ആരോഗ്യ മന്ത്രാലയം കഴിഞ്ഞ ദിവസം അറിയിച്ചിരുന്നു
[1] കൊവിഡ് വാക്സിനുകള്‍ക്ക് അടിയന്തര അനുമതി ലഭിച്ച് പത്ത് ദിവസത്തിനുളളില്‍ വിതരണത്തിനായി സംസ്ഥാനങ്ങളില്‍ എത്തിക്കുമെന്നാണ് കേന്ദ്ര ആരോഗ്യ മന്ത്രാലയ സെക്രട്ടറി രാജേഷ് ഭൂഷണ്‍ അറിയിച്ചത്
[2] എന്നാല്‍ വാക്‌സിന്‍ വിതരണം പ്രഖ്യാപിച്ചതിന് പിന്നാലെ രാജ്യത്തെ മുതിര്‍ന്ന പൗരന്മാര്‍ക്ക് ഡ്രഗ് അതോറിറ്റി ഓഫ് ഇന്ത്യയില്‍ നിന്നു വിളിക്കുകയാണെന്ന് പറഞ്ഞ് വ്യാജ ഫോണ്‍ കോള്‍ എത്തുന്നതായി റിപ്പോര്‍ട്ട്
[3] നിങ്ങള്‍ക്ക് വാക്‌സിന്‍ അനുവദിച്ചെന്നും ഇതിനായി ആധാര്‍, ബാങ്ക് അക്കൗണ്ട് വിശദാംശങ്ങള്‍, ഒടിപി തുടങ്ങിയ വിവരങ്ങള്‍ നല്‍കാനും ആവശ്യപ്പെടുന്നു
[4] പണം തട്ടുന്നതിന് വേണ്ടിയുള്ള തട്ടിപ്പ് സംഘങ്ങളാണ് ഇതിന് പിന്നില്‍
[5] ഇത്തരം തട്ടപ്പിലൂടെ ചിലര്‍ക്ക് 12 ലക്ഷം രൂപ നഷ്ടപ്പെട്ടെന്നും റിപ്പോര്‍ട്ടില്‍ പറയുന്നു",എന്നാൽ വാക്സിൻ വിതരണം പ്രഖ്യാപിച്ചതിന് പിന്നാലെ രാജ്യത്തെ മുതിർന്ന പൌരന്മാർക്ക് ഡ്രഗ് അതോറിറ്റി ഓഫ് ഇന്ത്യയിൽ നിന്നു വിളിക്കുകയാണെന്ന് പറഞ്ഞ് വ്യാജ ഫോൺ കോൾ എത്തുന്നതായി റിപ്പോർട്ട്. കൊവിഡ് വാക്സിനുകൾക്ക് അടിയന്തര അനുമതി ലഭിച്ച് പത്ത് ദിവസത്തിനുളളിൽ വിതരണത്തിനായി സംസ്ഥാനങ്ങളിൽ എത്തിക്കുമെന്നാണ് കേന്ദ്ര ആരോഗ്യ മന്ത്രാലയ സെക്രട്ടറി രാജേഷ് ഭൂഷൺ അറിയിച്ചത്.,,
88611,"[0] വനിത ശിശു വികസന വകുപ്പിനു കീഴിലെ ന്യൂട്രീഷന്‍ ആന്റ് പാരന്റങ് ക്ലിനിക്കില്‍ ഒഴിവുള്ള ന്യൂട്രീഷ്യനിസ്റ്റ് തസ്തികയില്‍ അപേക്ഷ ക്ഷണിച്ചു
[1] കണ്ണൂര്‍ കോര്‍പ്പറേഷന്‍, പേരാവൂര്‍ ബ്ലോക്ക് എന്നിവിടങ്ങളില്‍ ഓരോ ഒഴിവുകളാണുള്ളത്
[2] എംഎസ്‌സി ന്യൂട്രീഷന്‍ /ഫുഡ് സയന്‍സ് /ഫുഡ് ആന്റ് ന്യൂട്രീഷന്‍ ക്ലിനിക്/ന്യൂട്രീഷന്‍
[3] ആശുപത്രി പ്രവര്‍ത്തന പരിചയം/ഡയറ്റ് കൗണ്‍സിലിങ്, ന്യൂട്രീഷണല്‍ അസസ്‌മെന്റ്/പ്രഗ്നന്‍സി കൗണ്‍സിലിങ്, ലാക്ടേഷന്‍ കൗണ്‍സിലിങ്/തെറാപ്പിക് ഡയറ്റിങ് എന്നിവയില്‍ ആറ് മാസത്തില്‍ കുറയാത്ത പ്രവൃത്തി പരിചയം എന്നിവയാണ് യോഗ്യത
[4] പ്രായപരിധി 21-41
[5] സ്വയം സാക്ഷ്യപ്പെടുത്തിയ അനുബന്ധ രേഖകള്‍ സഹിതമുള്ള അപേക്ഷ ജനുവരി 15 ന് വൈകിട്ട് അഞ്ച് മണിക്കകം ജില്ലാ പ്രോഗ്രാം ഓഫീസര്‍, ജില്ലാതല ഐസിഡിഎസ് സെല്‍, സിവില്‍ സ്റ്റേഷന്‍ കണ്ണൂര്‍ -670002 എന്ന വിലാസത്തില്‍ ലഭിക്കണം
[6] വിശദ വിവരങ്ങള്‍ അടുത്തുള്ള ശിശുവികസന പദ്ധതി ഓഫീസില്‍ ലഭിക്കും","സ്വയം സാക്ഷ്യപ്പെടുത്തിയ അനുബന്ധ രേഖകൾ സഹിതമുള്ള അപേക്ഷ ജനുവരി 15 ന് വൈകിട്ട് അഞ്ച് മണിക്കകം ജില്ലാ പ്രോഗ്രാം ഓഫീസർ, ജില്ലാതല ഐസിഡിഎസ് സെൽ, സിവിൽ സ്റ്റേഷൻ കണ്ണൂർ -670002 എന്ന വിലാസത്തിൽ ലഭിക്കണം. ആശുപത്രി പ്രവർത്തന പരിചയം/ഡയറ്റ് കൌൺസിലിങ്, ന്യൂട്രീഷണൽ അസസ്മെന്റ്/പ്രഗ്നൻസി കൌൺസിലിങ്, ലാക്ടേഷൻ കൌൺസിലിങ്/തെറാപ്പിക് ഡയറ്റിങ് എന്നിവയിൽ ആറ് മാസത്തിൽ കുറയാത്ത പ്രവൃത്തി പരിചയം എന്നിവയാണ് യോഗ്യത.",,
42488,"[0] ജീവിതത്തിൽ കോവിഡിന്റെ ഒരു സ്പെഷ്യൽ എപിസോഡ് കൂടി കടന്നു പോവുകയാണ്
[1] ഒന്നര വർഷമായി ഒപ്പമുള്ള യാത്രയിൽ ഈ വൈറസ് കുറച്ചൊന്നുമല്ല പരീക്ഷിച്ചത്, കണക്ക് കൂട്ടലുകൾ തെറ്റിച്ചത്
[2] തരംഗങ്ങൾ പോലെ കൃത്യമായി ഒരു കയറ്റത്തിന് ഒരു ഇറക്കം എന്ന താളത്തിൽ ജീവിതത്തിലും ചലനങ്ങൾ സൃഷ്ടിച്ചു കൊണ്ടായിരുന്നു കോവിഡിന്റെ യാത്ര
[3] ബാക്കി വെച്ച ഒന്നുണ്ടായിരുന്നു
[4] സ്വയം ഒരു രോഗിയാവുക എന്നത്
[5] അതും പൂർത്തിയാക്കുകയാണ്
[6] ഇത്രയും കാലത്തെ സഹവാസത്തിന് ശേഷം വൈറസ് അതിലും വിജയം കണ്ടു","തരംഗങ്ങൾ പോലെ കൃത്യമായി ഒരു കയറ്റത്തിന് ഒരു ഇറക്കം എന്ന താളത്തിൽ ജീവിതത്തിലും ചലനങ്ങൾ സൃഷ്ടിച്ചു കൊണ്ടായിരുന്നു കോവിഡിന്റെ യാത്ര. ഒന്നര വർഷമായി ഒപ്പമുള്ള യാത്രയിൽ ഈ വൈറസ് കുറച്ചൊന്നുമല്ല പരീക്ഷിച്ചത്, കണക്ക് കൂട്ടലുകൾ തെറ്റിച്ചത്.",,
60031,"[0] സേലം: തമിഴ്‌നാട്ടിലെ സേലത്തിനടുത്ത് തൊട്ടൂരില്‍ വാഹനാപകടത്തില്‍ ഏഴു ശബരിമല തീര്‍ഥാടകര്‍ മരിച്ചു
[1] ഒട്ടേറെപ്പേര്‍ക്ക് പരിക്കേറ്റിട്ടുണ്ട്
[2] ഇവരില്‍ ചിലരുടെ നില ഗുരുതരമാണ്
[3] ആന്ധ്രാപ്രദേശില്‍ നിന്നുള്ള 9 അംഗ സംഘം സഞ്ചരിച്ച വാനാണ് പുലര്‍ച്ചെ 1.40 ഓടെ അപകടത്തില്‍പ്പെട്ടതെന്ന് സേലം കലക്ടര്‍ മഗരഭൂഷണും എസ്.പി
[4] പി
[5] ആര്‍
[6] മുത്തുസ്വാമിയും അറിയിച്ചു
[7] ആന്ധ്രയില്‍ നിന്നു ശബരിമലയിലേയ്ക്കു പോയ വാനും കോയമ്പത്തൂരില്‍ നിന്നു ചെന്നൈയിലേയ്ക്കു പോയ സ്വകാര്യബസും തമ്മില്‍ കൂട്ടിയിടിച്ചാണ് അപകടമുണ്ടായത്
[8] വിവരം",ആന്ധ്രാപ്രദേശിൽ നിന്നുള്ള 9 അംഗ സംഘം സഞ്ചരിച്ച വാനാണ് പുലർച്ചെ 1.40 ഓടെ അപകടത്തിൽപ്പെട്ടതെന്ന് സേലം കലക്ടർ മഗരഭൂഷണും എസ്.പി. ആന്ധ്രയിൽ നിന്നു ശബരിമലയിലേയ്ക്കു പോയ വാനും കോയമ്പത്തൂരിൽ നിന്നു ചെന്നൈയിലേയ്ക്കു പോയ സ്വകാര്യബസും തമ്മിൽ കൂട്ടിയിടിച്ചാണ് അപകടമുണ്ടായത്.,,
90229,"[0] ബ്ലോംഫൊണ്ടെയ്‌ൻ > ക്രിക്കറ്റിൽ ജപ്പാന് സന്തോഷമില്ല
[1] അണ്ടർ 19 ലോകകപ്പ്‌ ക്രിക്കറ്റിൽ അവർ ഇന്ത്യൻ കൗമാരപ്പടയ്‌ക്ക്‌ മുന്നിൽ തണുത്തുറഞ്ഞു
[2] വെറും 41 റണ്ണിനാണ്‌ ജപ്പാൻകാർ കൂടാരം കയറിയത്‌
[3] 29 പന്തിൽ ഇന്ത്യ വിക്കറ്റൊന്നും പോകാതെ 42 റൺ അടിച്ചെടുത്തു
[4] രണ്ടാം ജയത്തോടെ ഇന്ത്യ നേരിട്ട്‌ ക്വാർട്ടർ ഉറപ്പാക്കി
[5] ആദ്യ മത്സരത്തിൽ ശ്രീലങ്കയെ 90 റണ്ണിന്‌ കീഴടക്കിയിരുന്നു ഇന്ത്യ
[6] സ്‌കോർ: ജപ്പാൻ 41 (22.5), ഇന്ത്യ 0–-42 (4.5)","സ്കോർഃ ജപ്പാൻ 41 (22.5), ഇന്ത്യ 0--42 (4.5). അണ്ടർ 19 ലോകകപ്പ് ക്രിക്കറ്റിൽ അവർ ഇന്ത്യൻ കൌമാരപ്പടയ്ക്ക് മുന്നിൽ തണുത്തുറഞ്ഞു.",,
