Article_ID,Numbered_Source_Text,Original_Abstractive_Summary,Your_Extractive_Labels
83028,"[0] വാഷിങ്‌ടണ്‍: നിയുക്ത അമേരിക്കന്‍ വൈസ്‌പ്രസിഡന്റ്‌ കമലാ ഹാരിസിനെ മുഖചിത്രമാക്കി പുറത്തിറങ്ങിയ വോഗിന്റെ പുതിയ ലക്കം വിവാദത്തില്‍
[1] ഇരുണ്ട നിറമുള്ള കമലയെ കൂടുതല്‍ വെളുപ്പിച്ചെന്നും വളരെ അനൗപചാരികമായ ഒരു പശ്ചാത്തലത്തില്‍ അവരെ അവതരിപ്പിച്ചുവെന്നുമാണ്‌ പ്രമുഖ അന്താരാഷ്ട്ര മാധ്യമമായ വോഗ്‌ നേരിടുന്ന വിമര്‍ശനം
[2] സത്യപ്രതിജ്ഞക്ക്‌ മുന്നോടിയായി കമലയുടെ രണ്ട്‌ ചിത്രങ്ങളാണ്‌ വോഗ്‌ സമൂഹ മാധ്യങ്ങളിലൂടെ പുറത്തുവിട്ടിട്ടുള്ളത്‌
[3] ഒരു ചിത്രത്തില്‍ കറുത്ത നിറമുള്ള സ്യൂട്ടിലും, കോണ്‍വേര്‍സ്‌ ഷൂവിലും മറ്റൊന്നില്‍ ഇളം നീല വസ്‌ത്രത്തിലും തന്റെ സ്വതസിദ്ധമായ പുഞ്ചിരിയിലും ആണ്‌ കമല പ്രത്യക്ഷപ്പെട്ടിട്ടുള്ളത്‌
[4] ഇരുണ്ട വംശജയായിത്തന്നെയാണ്‌ കമലയെ ജനങ്ങള്‍ സ്വീകരിച്ചതെന്നും അവരെ കൂടുതല്‍ വെളുപ്പിക്കേണ്ട ആവശ്യം ഇല്ലായിരുന്നു എന്നുമാണ്‌ വോഗിനെതിരെ തുടരുന്ന നെറ്റിസണ്‍ പ്രതിഷേധങ്ങളില്‍ പ്രധാനപ്പെട്ടത്‌","ഒരു ചിത്രത്തിൽ കറുത്ത നിറമുള്ള സ്യൂട്ടിലും, കോൺവേർസ് ഷൂവിലും മറ്റൊന്നിൽ ഇളം നീല വസ്ത്രത്തിലും തന്റെ സ്വതസിദ്ധമായ പുഞ്ചിരിയിലും ആണ് കമല പ്രത്യക്ഷപ്പെട്ടിട്ടുള്ളത്. ഇരുണ്ട നിറമുള്ള കമലയെ കൂടുതൽ വെളുപ്പിച്ചെന്നും വളരെ അനൌപചാരികമായ ഒരു പശ്ചാത്തലത്തിൽ അവരെ അവതരിപ്പിച്ചുവെന്നുമാണ് പ്രമുഖ അന്താരാഷ്ട്ര മാധ്യമമായ വോഗ് നേരിടുന്ന വിമർശനം.","0, 1, 2"
29355,"[0] ന്യൂഡൽഹി∙ പ്രധാനമന്ത്രി നരേന്ദ്രമോദിക്കെതിരെ കോൺഗ്രസ് നേതാവ് രാഹുല്‍ ഗാന്ധി
[1] രാജ്യത്ത് ഇന്നുള്ളത് രാജാവാണെന്നും തീരുമാനമെടുത്ത് ജനത്തിനുമേല്‍ അടിച്ചേല്‍പിക്കുന്നുവെന്നും വിമർശനം
[2] ജനം നിശബ്ദത പാലിച്ചില്ലെങ്കില്‍ അന്വേഷണ ഏജന്‍സികളെ ഉപയോഗിക്കുന്നു
[3] കോവിഡ് വ്യാപിക്കുന്നതിനിടയിലും കർഷകരെ ഒരു വർഷം റോഡിൽ കിടത്തി
[4] കോൺഗ്രസ് ഒരിക്കലും അങ്ങനെ ചെയ്യില്ല
[5] കർഷകർക്കും തൊഴിലാളികൾക്കും നേരെ കോൺഗ്രസ് വാതിൽ അടയ്ക്കില്ലെന്നും അദ്ദേഹം പറഞ്ഞു",രാജ്യത്ത് ഇന്നുള്ളത് രാജാവാണെന്നും തീരുമാനമെടുത്ത് ജനത്തിനുമേൽ അടിച്ചേൽപിക്കുന്നുവെന്നും വിമർശനം. കോവിഡ് വ്യാപിക്കുന്നതിനിടയിലും കർഷകരെ ഒരു വർഷം റോഡിൽ കിടത്തി.,"0, 1, 2"
57514,"[0] തിങ്കളാഴ്ച അദ്ദേഹത്തെ തീവ്രപരിചരണ വിഭാഗത്തില്‍നിന്നും വാര്‍ഡിലേക്ക് മാറ്റി
[1] രണ്ടു ദിവസത്തിനകം അദ്ദേഹത്തിന് ആസ്​പത്രി വിടാനാകുമെന്നാണ് പ്രതീക്ഷിക്കുന്നതെന്നും ഡോക്ടര്‍മാര്‍ പറഞ്ഞു
[2] അദ്ദേഹത്തിന് അഞ്ചു ദിവസത്തെ വിശ്രമം ഡോക്ടര്‍മാര്‍ നിര്‍ദ്ദേശിച്ചിട്ടുണ്ട്
[3] ഞായറാഴ്ച രാത്രിയാണ് അണുബാധയെത്തുടര്‍ന്ന് കരുണാകരനെ തിരുവനന്തപുരത്തെ സ്വകാര്യ ആസ്​പത്രിയില്‍ പ്രവേശിപ്പിച്ചത്
[4] പനി ബാധിച്ചതിനെ തുടര്‍ന്ന് നവംബറില്‍ ഒരാഴ്ചയിലേറെ അദ്ദേഹം ആസ്​പത്രിയില്‍ കഴിഞ്ഞിരുന്നു",ഞായറാഴ്ച രാത്രിയാണ് അണുബാധയെത്തുടർന്ന് കരുണാകരനെ തിരുവനന്തപുരത്തെ സ്വകാര്യ ആസ് പത്രിയിൽ പ്രവേശിപ്പിച്ചത്. പനി ബാധിച്ചതിനെ തുടർന്ന് നവംബറിൽ ഒരാഴ്ചയിലേറെ അദ്ദേഹം ആസ് പത്രിയിൽ കഴിഞ്ഞിരുന്നു.,"0, 1, 2"
45201,"[0] മുംബൈ: തിങ്കളാഴ്ച ബോംബെ ഓഹരി സൂചിക 230 പോയിന്റ് താഴ്ന്നു
[1] വെളളിയാഴ്ചത്തേതിനേക്കാല്‍ 4.9 ശതമാനം കുറവാണിത്
[2] കഴിഞ്ഞയാഴ്ച വിപണിയിലുണ്ടായ കുതിച്ചു കയറ്റത്തിന് ശേഷം നിക്ഷേപകര്‍ ലാഭത്തില്‍ ഓഹരികള്‍ വിറ്റഴിച്ചതാണ് ഇടിവിന് കാരണം
[3] നാഷണല്‍ സ്റോക്ക് എക്്സചേഞ്ചില്‍ 1364.2 ലാണ് അവസാന സൂചിക
[4] ഇത് വെള്ളയാഴ്ചത്തേതിലും 3.78 ശതമാനം കുറവാണ്",കഴിഞ്ഞയാഴ്ച വിപണിയിലുണ്ടായ കുതിച്ചു കയറ്റത്തിന് ശേഷം നിക്ഷേപകർ ലാഭത്തിൽ ഓഹരികൾ വിറ്റഴിച്ചതാണ് ഇടിവിന് കാരണം. തിങ്കളാഴ്ച ബോംബെ ഓഹരി സൂചിക 230 പോയിന്റ് താഴ്ന്നു.,"0, 1, 2"
21168,"[0] ന്യൂഡൽഹി ∙ സർക്കാരിന്റെ കണക്കനുസരിച്ചു പാക്ക് ജയിലിലുള്ളത് 74 ഇന്ത്യൻ സൈനികർ
[1] ഇതിൽ 54 പേർ 1971നു ശേഷം പിടിയിലായവരാണ്
[2] എത്രപേർ ജീവിച്ചിരിപ്പുണ്ടെന്നു വ്യക്തമല്ല
[3] 2010 നു ശേഷം തടവുകാരെ സംബന്ധിച്ച ഔദ്യോഗിക കണക്കുകൾ ഇന്ത്യ പുറത്തു വിട്ടിട്ടില്ല
[4] എന്നാൽ, ഇന്ത്യൻ സൈനികരാരും ജയിലിലില്ലെന്നാണു പാക്കിസ്ഥാന്റെ നിലപാട്
[5] ചൈനയിൽ ഇന്ത്യൻ സൈനികത്തടവുകാരില്ല",2010 നു ശേഷം തടവുകാരെ സംബന്ധിച്ച ഔദ്യോഗിക കണക്കുകൾ ഇന്ത്യ പുറത്തു വിട്ടിട്ടില്ല. ∙ സർക്കാരിന്റെ കണക്കനുസരിച്ചു പാക്ക് ജയിലിലുള്ളത് 74 ഇന്ത്യൻ സൈനികർ.,"0, 1, 3"
63769,"[0] തിരുവനന്തപുരം: സംസ്ഥാനത്ത് കനത്ത മഴ തുടരുന്നു
[1] കന്യാകുമാരിക്ക് തെക്ക് രൂപം കൊണ്ട ന്യൂനമര്‍ദ്ദത്തെത്തുടര്‍ന്നാണ് മഴ ശക്തമായത്
[2] ന്യൂനമര്‍ദ്ദം ഇപ്പോള്‍ കേരളത്തിലേക്ക് നീങ്ങിയിരിക്കുകയാണ്
[3] ഇതോടെ വടക്കന്‍ കരേളത്തിലും മഴ തുടങ്ങി
[4] ന്യൂനമര്‍ദ്ദം കര്‍ണാടക തീരത്തേക്കാണ് നീങ്ങുന്നത്
[5] സംസ്ഥാനത്തിന്റെ തെക്കന്‍ ജില്ലകളിലാണ് ശക്തമായ മഴ ലഭിച്ചത്
[6] ശക്തമായ കാറ്റും മിന്നലും കനത്ത നാശനഷ്ടങ്ങളാണ് വിതക്കുന്നത്
[7] വരും ദിവസങ്ങളില്‍ വടക്കന്‍ കേരളത്തിലും മഴ കനക്കും
[8] മെയ് 9 വരെ ശക്തമായ മഴ ലഭിക്കുമെന്നാണ് കാലാവസ്ഥാ നിരീക്ഷണ കേന്ദ്രത്തിന്‍റെ പ്രവചനം",മെയ് 9 വരെ ശക്തമായ മഴ ലഭിക്കുമെന്നാണ് കാലാവസ്ഥാ നിരീക്ഷണ കേന്ദ്രത്തിൻറെ പ്രവചനം. കന്യാകുമാരിക്ക് തെക്ക് രൂപം കൊണ്ട ന്യൂനമർദ്ദത്തെത്തുടർന്നാണ് മഴ ശക്തമായത്.,"0, 1, 8"
7877,"[0] പട്ന∙ ബിഹാറിലേത് പ്രധാനമന്ത്രി നരേന്ദ്ര മോദിയുടെ വിജയമെന്ന് എല്‍ജെപി അധ്യക്ഷന്‍ ചിരാഗ് പാസ്വാന്‍
[1] അധികാരത്തിനു വേണ്ടി എല്‍ജെപി തലകുനിച്ചു നിന്നില്ല എന്നതില്‍ അഭിമാനിക്കുന്നു
[2] ഒറ്റയ്ക്ക് മല്‍സരിക്കുകയും നിലപാടുകള്‍ ജനങ്ങളിലേക്ക് എത്തിക്കുകയും ചെയ്തു
[3] എല്ലാ ജില്ലകളിലും പാര്‍ട്ടിയുടെ കരുത്ത് വര്‍ധിച്ചു
[4] വോട്ട് ശതമാനം കൂടി
[5] ഇതിന്‍റെ ഗുണം ഭാവിയില്‍ എല്‍ജെപിക്കു ലഭിക്കുമെന്നും ചിരാഗ് ട്വീറ്റ് ചെയ്തു",ബിഹാറിലേത് പ്രധാനമന്ത്രി നരേന്ദ്ര മോദിയുടെ വിജയമെന്ന് എൽജെപി അധ്യക്ഷൻ ചിരാഗ് പാസ്വാൻ. അധികാരത്തിനു വേണ്ടി എൽജെപി തലകുനിച്ചു നിന്നില്ല എന്നതിൽ അഭിമാനിക്കുന്നു.,"0, 1, 2"
65982,"[0] ചെന്നൈ: തലക്കെട്ടില്‍ കള്ളത്തരം ഒന്നുമില്ല
[1] പക്ഷേ ഇതൊരു വ്യത്യസ്തമായ ഡേറ്റിംഗിന്റെ കഥയാണ് എന്ന് മാത്രം
[2] ഒരു വര്‍ഷത്തിലെ 365 ദിവസം കൊണ്ട് വ്യത്യസ്തരായ 365 പേര്‍ക്കൊപ്പം ഡേറ്റിംഗ് ചെയ്യാനാണ് ചെന്നൈയിലെ ഫോട്ടോഗ്രാഫറും നടനുമായ സുന്ദറിന്റെ തീരുമാനം
[3] സുന്ദറിന് വേണ്ട 365 കൂട്ടുകാരികളില്‍ 110 പേരെ ഇതുവരെ കിട്ടിക്കഴിഞ്ഞു
[4] ബാക്കിയുള്ളവരെ ഉടന്‍ കണ്ടെത്തും
[5] കൂട്ടുകാരികള്‍ ആരുമാകാം
[6] സുന്ദറിന്റെ കണ്ടീഷന്‍ വളരെ സിംപിള്‍ ആണ്
[7] പുറത്തുപോകുമ്പോള്‍ സുന്ദറിനൊപ്പം ഭക്ഷണം കഴിക്കണം
[8] അതിന്റെ ബില്ലും കൊടുക്കണം
[9] അല്ല സ്വയം വെച്ചുണ്ടാക്കി കഴിക്കാം എന്നാണെങ്കില്‍ അതും ഓക്കെ
[10] അത്രേയുള്ളൂ സുന്ദറിന്റെ ഡേറ്റിംഗ്
[11] ഇങ്ങനെ ഒരു മാസം പൂര്‍ത്തിയാകുമ്പോള്‍ സുന്ദര്‍ ഏതെങ്കിലും എന്‍ ജി ഒയില്‍ പോകും
[12] അവിടത്തെ അന്തേവാസികള്‍ക്കൊപ്പം ഒരു നേരത്തെ ഭക്ഷണം
[13] ഇതാണ് സുന്ദര്‍ ചെയ്യുന്നത്",ഒരു വർഷത്തിലെ 365 ദിവസം കൊണ്ട് വ്യത്യസ്തരായ 365 പേർക്കൊപ്പം ഡേറ്റിംഗ് ചെയ്യാനാണ് ചെന്നൈയിലെ ഫോട്ടോഗ്രാഫറും നടനുമായ സുന്ദറിന്റെ തീരുമാനം. ഇങ്ങനെ ഒരു മാസം പൂർത്തിയാകുമ്പോൾ സുന്ദർ ഏതെങ്കിലും എൻ ജി ഒയിൽ പോകും.,"0, 2, 3"
62330,"[0] സോളാര്‍ വിഷയവുമായി ബന്ധപ്പെട്ട് മുഖ്യമന്ത്രിക്കും സര്‍ക്കാറിനുമെതിരെ പിസി ജോര്‍ജ് നടത്തുന്ന പ്രസ്താവനകളെ തുടര്‍ന്നാണ് പുഞ്ഞാര്‍ നിയോജക മണ്ഡലം ജോര്‍ജിനെതിരെ സര്‍ക്കുലര്‍ പാസാക്കിയത്
[1] ഇതേ തുര്‍ന്ന് സ്വദേശമായ ഈരാറ്റുപേട്ടയില്‍ നിന്ന് പോലും യൂത്ത് കോണ്‍ഗ്രസ് പ്രവര്‍ത്തകരും കേരളാ കോണ്‍ഗ്രസും ജോര്‍ജിന് കരിങ്കൊടി കാണിക്കുകയും വഴിയില്‍ തടയുകയും ചെയ്തിരുന്നു
[2] സര്‍ക്കാറിനെതിരെ പ്രസ്താവനകള്‍ നടത്തുന്ന പിസി ജോര്‍ജ് ചീഫ് വിപ്പ് പദവിയും എംഎല്‍എ സ്ഥാനവും രാജിവയ്ക്കണമെന്ന ആവശ്യവുമായി കഴിഞ്ഞ ദിവസം പുഞ്ഞാര്‍ നിയോജക മണ്ഡലം രംഗത്തു വന്നിരുന്നു
[3] മുണ്ടകത്ത് കഴിഞ്ഞ ദിവസം കരിങ്കൊടി കാണിക്കാനുള്ള ശ്രമം സംഘര്‍ഷത്തില്‍ കലാശിക്കുകയും ചെയ്തു
[4] ഇതേ തുടര്‍ന്നാണ് കോണ്‍ഗ്രസ് ജോര്‍ജിനെ പരിപാടികളില്‍ പങ്കെടുപ്പിക്കില്ലെന്നും പങ്കെടുക്കില്ലെന്നും സര്‍ക്കുലര്‍ പുറത്തിറക്കിയത്",സർക്കാറിനെതിരെ പ്രസ്താവനകൾ നടത്തുന്ന പിസി ജോർജ് ചീഫ് വിപ്പ് പദവിയും എംഎൽഎ സ്ഥാനവും രാജിവയ്ക്കണമെന്ന ആവശ്യവുമായി കഴിഞ്ഞ ദിവസം പുഞ്ഞാർ നിയോജക മണ്ഡലം രംഗത്തു വന്നിരുന്നു. ഇതേ തുർന്ന് സ്വദേശമായ ഈരാറ്റുപേട്ടയിൽ നിന്ന് പോലും യൂത്ത് കോൺഗ്രസ് പ്രവർത്തകരും കേരളാ കോൺഗ്രസും ജോർജിന് കരിങ്കൊടി കാണിക്കുകയും വഴിയിൽ തടയുകയും ചെയ്തിരുന്നു.,"0, 1, 2"
72597,"[0] തൃശൂര്‍: മകന്റെ ഭാര്യയേയും അവരുടെ അമ്മയേയും വെട്ടിപരിക്കേല്‍പിച്ച് ഗൃഹനാഥന്‍ ആത്മഹത്യക്ക് ശ്രമിച്ചു
[1] മേലൂര്‍ കൂവ്വക്കാട്ടുകുന്ന് എസ്.എന്‍.സമാജത്തിന് സമീപം പൈപറമ്പന്‍ വീട്ടില്‍ ശ്രീധരന്‍(65)ആണ് മരുമകളെയും അവരുടെ അമ്മയെയും വെട്ടി പരുക്കേല്‍പിച്ചത്
[2] തുടര്‍ന്ന് പെട്രോളൊഴിച്ച് തീകൊളുത്തി ആത്മഹത്യക്ക് ശ്രമിച്ച ശ്രീധരനെ ഗുരുതര പരിക്കുകളോടെ തൃശൂര്‍ മെഡിക്കല്‍ കോളജ് ആശുപത്രിയില്‍ പ്രവേശിപ്പിച്ചു
[3] ശ്രീധരന്റെ മകന്‍ ഷാജുവിന്റെ ഭാര്യ ലിഷ(30), ഇവരുടെ മാതാവ് പുഷ്പഗിരി കീഴാട്ടി വീട്ടില്‍ പുരുഷോത്തമന്റെ ഭാര്യ രാധ(55)എന്നിവര്‍ക്കാണ് വെട്ടേറ്റത്
[4] തലയ്ക്ക് സാരമായ പരിക്കേറ്റ ഇരുവരേയും സെന്റ്
[5] ജെയിംസ് ആശുപത്രിയിലെ തീവ്ര പരിചരണ വിഭാഗത്തില്‍ പ്രവേശിപ്പിച്ചു
[6] ഇരുവരുടേയും നില അതീവ ഗുരുതരമാണെന്ന് ആശുപത്രി വൃത്തങ്ങള്‍ അറിയിച്ചു
[7] തിങ്കളാഴ്ച വൈകീട്ട് നാലോടെ കൂവ്വക്കാട്ടുകുന്നിലെ ശ്രീധരന്റെ വീട്ടില്‍വച്ചായിരുന്നു സംഭവം
[8] ശ്രീധരന്റെ മകന്‍ ഷാജു ഗള്‍ഫിലാണ്
[9] കുടുംബ വഴക്കിനെ തുടര്‍ന്ന് കുറച്ച് നാളായി രാധ മകള്‍ക്കൊപ്പം കൂവ്വക്കാട്ടുക്കുന്നിലുള്ള മരുമകന്റെ വീട്ടിലാണ് താമസം
[10] ഇന്നലെ വൈകീട്ട് ബഹളം കേട്ട് സമീപവാസികളെത്തയപ്പോഴാണ് വെട്ടേറ്റ് കിടക്കുന്ന ഇവരെ കണ്ടത്
[11] ഇതിനിടെ ശ്രീധരന്‍ തീകൊളുത്തി ആത്മഹത്യക്കും ശ്രമിച്ചു
[12] നാട്ടുകാരാണ് ഇവരെ ആശുപത്രിയിലെത്തിച്ചത്","ശ്രീധരന്റെ മകൻ ഷാജുവിന്റെ ഭാര്യ ലിഷ(30), ഇവരുടെ മാതാവ് പുഷ്പഗിരി കീഴാട്ടി വീട്ടിൽ പുരുഷോത്തമന്റെ ഭാര്യ രാധ(55)എന്നിവർക്കാണ് വെട്ടേറ്റത്. മേലൂർ കൂവ്വക്കാട്ടുകുന്ന് എസ്.എൻ.സമാജത്തിന് സമീപം പൈപറമ്പൻ വീട്ടിൽ ശ്രീധരൻ(65)ആണ് മരുമകളെയും അവരുടെ അമ്മയെയും വെട്ടി പരുക്കേൽപിച്ചത്.","0, 1, 3"
43992,"[0] ആറു മാസം മുൻപ് ഒരു ബന്ധു ഞങ്ങളുടെ പതിനാലു വയസ്സുള്ള മകളെ ഉപദ്രവിച്ചു
[1] അതോടെ അവളുടെ പ്രസരിപ്പു നഷ്ടപ്പെട്ടു
[2] പഠിപ്പിലുളള ശ്രദ്ധ കുറഞ്ഞു
[3] വലിയ വിഷാദമാണ് അവൾക്ക്
[4] ഞങ്ങൾ പ്രത്യേക ശ്രദ്ധയും അനുകമ്പയും നൽകുന്നുണ്ട്
[5] ഇവളെ ഒന്നു മാറ്റിയെടുക്കാൻ ഞങ്ങൾ എന്താണ് ചെയ്യേണ്ടത്?",മാസം മുൻപ് ഒരു ബന്ധു ഞങ്ങളുടെ പതിനാലു വയസ്സുള്ള മകളെ ഉപദ്രവിച്ചു. ഇവളെ ഒന്നു മാറ്റിയെടുക്കാൻ ഞങ്ങൾ എന്താണ് ചെയ്യേണ്ടത്?,"0, 1, 2"
59608,"[0] എന്നാല്‍ ഒരു വിദേശമാധ്യമപ്രവര്‍ത്തകന്റെ വെളിപ്പെടുത്തല്‍ ആരെയുമൊന്ന് അമ്പരപ്പിക്കും
[1] കാരണം ഹസാരെയൊരു ഗാന്ധിയന്‍ അല്ലെന്നാണ് ഇദ്ദേഹം പറയുന്നത്
[2] സിഡ്‌നി മോണിങ് ഹെറാള്‍ഡിന്റെ അന്താരാഷ്ട്ര വാര്‍ത്താവിഭാഗം എഡിറ്റര്‍ പീറ്റര്‍ ഹാച്ചറാണ് ഈ വെളിപ്പെടുത്തല്‍ നടത്തിയിരിക്കുന്നത്
[3] മഹാരാഷ്ട്രയില്‍ റെലെഗന്‍ സിദ്ധിയെന്ന തന്റെ ഗ്രാമത്തില്‍ മാറ്റത്തിന് തുടക്കം കുറിച്ചതോടെയാണ് ഹസാരെ യഥാര്‍ഥത്തില്‍ ശ്രദ്ധിക്കപ്പെടുന്നത്
[4] എന്നാല്‍ ഈ മാറ്റത്തിനായി ഹസാരെ മര്‍ദ്ദനമുറകള്‍ സ്വീകരിച്ചുവെന്നാണ് ഹാച്ചര്‍ പറയുന്നത്",മഹാരാഷ്ട്രയിൽ റെലെഗൻ സിദ്ധിയെന്ന തന്റെ ഗ്രാമത്തിൽ മാറ്റത്തിന് തുടക്കം കുറിച്ചതോടെയാണ് ഹസാരെ യഥാർഥത്തിൽ ശ്രദ്ധിക്കപ്പെടുന്നത്. സിഡ്നി മോണിങ് ഹെറാൾഡിന്റെ അന്താരാഷ്ട്ര വാർത്താവിഭാഗം എഡിറ്റർ പീറ്റർ ഹാച്ചറാണ് ഈ വെളിപ്പെടുത്തൽ നടത്തിയിരിക്കുന്നത്.,"0, 1, 2"
18765,"[0] മംഗളൂരു ∙ ബജ്പെയിൽ മത്സ്യ സംസ്കരണ ശാലയിൽ വിഷവാതകം ശ്വസിച്ച് 5 തൊഴിലാളികൾ‌ മരിച്ചു
[1] വലിയ ടാങ്കിലിറങ്ങി മത്സ്യം സംസ്കരിക്കുന്നതിനിടെ ഞായറാഴ്ച രാത്രിയിലായിരുന്നു അപകടം
[2] 8 പേരാണ് ഈ ടാങ്കിൽ ഉണ്ടായിരുന്നത്
[3] 3 പേർ ഞായറാഴ്ച രാത്രി തന്നെ മരിച്ചു
[4] ആശുപത്രിയിൽ ചികിത്സയിലായിരുന്ന 2 പേർ ഇന്നലെ രാവിലെ മരിച്ചു
[5] ബാക്കി 3 പേർ ആശുപത്രിയിൽ ചികിത്സയിലാണ്
[6] ദുരന്തകാരണം വ്യക്തമല്ല
[7] സംഭവത്തെത്തുടർന്നു പ്ലാന്റ് അടച്ചു",∙ ബജ്പെയിൽ മത്സ്യ സംസ്കരണ ശാലയിൽ വിഷവാതകം ശ്വസിച്ച് 5 തൊഴിലാളികൾ മരിച്ചു. വലിയ ടാങ്കിലിറങ്ങി മത്സ്യം സംസ്കരിക്കുന്നതിനിടെ ഞായറാഴ്ച രാത്രിയിലായിരുന്നു അപകടം.,"0, 1, 2"
81771,"[0] വാഷിംഗ്ടണ്‍: താന്‍ കൊവിഡ് പ്രതിരോധ ശേഷം നേടിയെന്ന് അമേരിക്കന്‍ പ്രസിഡണ്ട് ഡൊണാള്‍ഡ് ട്രംപ്
[1] കൊവിഡ് മുക്തനായതിന് ശേഷം അമേരിക്കന്‍ പ്രസിഡണ്ട് തിരഞ്ഞെടുപ്പ് പ്രചാരണത്തിലേക്ക് ഇറങ്ങാനിരിക്കുകയാണ് ട്രംപ്
[2] അതിന് മുന്നോടിയായാണ് ട്രംപിന്റെ ഈ പ്രഖ്യാപനം
[3] ആദ്യം ഫ്‌ളോറിഡയില്‍ ആണ് ട്രംപിന്റെ തിരഞ്ഞെടുപ്പ് റാലി
[4] ഫോക്‌സ് ന്യൂസിന് നല്‍കിയ അഭിമുഖത്തിലാണ് ഡൊണാള്‍ഡ് ട്രംപിന്റെ പരാമര്‍ശം
[5] ''തനിക്ക് പ്രതിരോധ ശേഷം കൈവന്നിട്ടുണ്ട്
[6] ഇനി തനിക്ക് ബേസ്‌മെന്റില്‍ നിന്നും പുറത്തേക്ക് വരാം
[7] തനിക്ക് എത്ര കാലത്തേക്കാണ് പ്രതിരോധ ശേഷിയുളളത് എന്നതുറപ്പില്ല
[8] ചിലപ്പോള്‍ നീണ്ട കാലത്തേക്കാവും
[9] ചിലപ്പോള്‍ കുറഞ്ഞ സമയത്തേക്കുമാവാം
[10] അതൊരു ജീവിത കാലത്തേക്കുമാവാം
[11] ആര്‍ക്കും പറയാന്‍ സാധിക്കില്ല തനിക്ക് എത്ര കാലത്തേക്കാണ് പ്രതിരോധ ശേഷി'' എന്നും ട്രംപ് പറഞ്ഞു","ആർക്കും പറയാൻ സാധിക്കില്ല തനിക്ക് എത്ര കാലത്തേക്കാണ് പ്രതിരോധ ശേഷി"" എന്നും ട്രംപ് പറഞ്ഞു. കൊവിഡ് മുക്തനായതിന് ശേഷം അമേരിക്കൻ പ്രസിഡണ്ട് തിരഞ്ഞെടുപ്പ് പ്രചാരണത്തിലേക്ക് ഇറങ്ങാനിരിക്കുകയാണ് ട്രംപ്.","0, 1, 2"
54012,"[0] തിരുവനന്തപുരം: അടുത്ത വര്‍ഷം മുതല്‍ സംസ്ഥാനത്ത് പുതിയ രീതിയിലുള്ള റേഷന്‍ കാര്‍ഡുകള്‍ വിതരണം ചെയ്യുമെന്ന് ഭക്ഷ്യമന്ത്രി സി
[1] ദിവാകരന്‍ അറിയിച്ചു
[2] പൊതുമേഖലാ സ്ഥാപനമായ കെല്‍ട്രോണിന്റെ സഹായത്തോടെയാണ് പുതിയ കാര്‍ഡുകള്‍ നിര്‍മ്മിക്കുന്നത്
[3] എല്ലാ ആവശ്യങ്ങള്‍ക്കും ഉപയോഗിക്കത്തക്ക രീതിയിലാണ് കാര്‍ഡ് രൂപകല്പന ചെയ്തിരിക്കുന്നത്
[4] യഥാര്‍ത്ഥ ബിപിഎല്ലുകാരെ കണ്ടെത്താനുള്ള നടപടി അതിനുമുമ്പ് പൂര്‍ത്തിയാക്കും",അടുത്ത വർഷം മുതൽ സംസ്ഥാനത്ത് പുതിയ രീതിയിലുള്ള റേഷൻ കാർഡുകൾ വിതരണം ചെയ്യുമെന്ന് ഭക്ഷ്യമന്ത്രി സി. പൊതുമേഖലാ സ്ഥാപനമായ കെൽട്രോണിന്റെ സഹായത്തോടെയാണ് പുതിയ കാർഡുകൾ നിർമ്മിക്കുന്നത്.,"0, 1, 2"
