sentence,label,Article_ID,Sentence_Index,Total_Sentences,Role,Specificity_Score,Conditional_Future,Privacy_Security,Public_Impact
ആദ്യഘട്ടം വിജയകരമായാൽ ആറുമാസത്തിനകം എല്ലാ ജില്ലാ ആശുപത്രികളിലേക്കും സംവിധാനം വ്യാപിപ്പിക്കാനാണ് തീരുമാനം.,0,ART_0065,7,14,POSSIBLE_FUTURE,1,1,0,0
പദ്ധതിയുടെ പുരോഗതി വിലയിരുത്താൻ സംസ്ഥാനതല നിരീക്ഷണ സമിതി രൂപീകരിക്കും.,0,ART_0065,8,14,GENERAL_DETAIL,0,0,0,0
പ്രാദേശിക സംഘടനകളുമായി ചർച്ച നടത്തിയ ശേഷം അന്തിമ പട്ടിക തയ്യാറാക്കും.,0,ART_0065,9,14,GENERAL_DETAIL,0,0,0,0
സാങ്കേതിക പ്രശ്നങ്ങൾ റിപ്പോർട്ട് ചെയ്യാൻ പ്രത്യേക ഹെൽപ്‌ലൈൻ ആരംഭിക്കുമെന്നും ആരോഗ്യ വകുപ്പ് അറിയിച്ചു.,0,ART_0065,10,14,GENERAL_DETAIL,1,0,0,1
ഡോക്ടർമാർക്ക് രോഗിയുടെ മുൻകാല ആരോഗ്യവിവരങ്ങൾ വേഗത്തിൽ ലഭ്യമാകുന്നതോടെ ചികിത്സാ തീരുമാനങ്ങൾ കൂടുതൽ കൃത്യമാകും.,0,ART_0065,11,14,GENERAL_DETAIL,0,0,0,0
പദ്ധതിക്കായി ആദ്യഘട്ടത്തിൽ 60 കോടി രൂപ അനുവദിച്ചതായി ധനവകുപ്പ് വ്യക്തമാക്കി.,1,ART_0065,12,14,BUDGET,4,0,0,0
രോഗികളുടെ വിവരസുരക്ഷ ഉറപ്പാക്കാൻ പ്രത്യേക എൻക്രിപ്ഷൻ സംവിധാനം ഉപയോഗിക്കുമെന്ന് അധികൃതർ അറിയിച്ചു.,1,ART_0065,13,14,PRIVACY_SECURITY,0,0,1,0
കോട്ടയം: സർക്കാർ ആശുപത്രികളിൽ ഡിജിറ്റൽ ആരോഗ്യ കാർഡ് സംവിധാനം ഘട്ടംഘട്ടമായി നടപ്പാക്കുമെന്ന് ആരോഗ്യ വകുപ്പ് അറിയിച്ചു.,1,ART_0066,0,14,EVENT,0,0,0,0
"രോഗികളുടെ ചികിത്സാ ചരിത്രം, പരിശോധനാഫലങ്ങൾ, മരുന്ന് വിവരങ്ങൾ എന്നിവ ഏകീകൃത ഡിജിറ്റൽ രേഖയായി സൂക്ഷിക്കുന്നതാണ് പദ്ധതിയുടെ പ്രധാന ലക്ഷ്യം.",1,ART_0066,1,14,PURPOSE_GOAL,0,0,0,0
പദ്ധതിക്കായി ആദ്യഘട്ടത്തിൽ 5 കോടി രൂപ അനുവദിച്ചതായി ധനവകുപ്പ് വ്യക്തമാക്കി.,1,ART_0066,2,14,BUDGET,4,0,0,0
ഗ്രാമപ്രദേശങ്ങളിലെ ഇന്റർനെറ്റ് സൗകര്യം മെച്ചപ്പെടുത്തേണ്ടത് പദ്ധതിയുടെ വിജയത്തിന് നിർണായകമാണെന്ന് വിദഗ്ധർ അഭിപ്രായപ്പെട്ടു.,0,ART_0066,3,14,REACTION_BACKGROUND,0,0,0,0
ആദ്യഘട്ടം വിജയകരമായാൽ ആറുമാസത്തിനകം എല്ലാ ജില്ലാ ആശുപത്രികളിലേക്കും സംവിധാനം വ്യാപിപ്പിക്കാനാണ് തീരുമാനം.,0,ART_0066,4,14,POSSIBLE_FUTURE,1,1,0,0
പ്രായമായവർക്കും സ്മാർട്ട്‌ഫോൺ ഉപയോഗിക്കാൻ ബുദ്ധിമുട്ടുള്ളവർക്കും സഹായകേന്ദ്രങ്ങൾ ആശുപത്രികളിൽ ഒരുക്കും.,0,ART_0066,5,14,GENERAL_DETAIL,0,0,0,0
സാങ്കേതിക പ്രശ്നങ്ങൾ റിപ്പോർട്ട് ചെയ്യാൻ പ്രത്യേക ഹെൽപ്‌ലൈൻ ആരംഭിക്കുമെന്നും ആരോഗ്യ വകുപ്പ് അറിയിച്ചു.,0,ART_0066,6,14,GENERAL_DETAIL,1,0,0,1
രോഗികളുടെ വിവരസുരക്ഷ ഉറപ്പാക്കാൻ പ്രത്യേക എൻക്രിപ്ഷൻ സംവിധാനം ഉപയോഗിക്കുമെന്ന് അധികൃതർ അറിയിച്ചു.,1,ART_0066,7,14,PRIVACY_SECURITY,0,0,1,0
"ആദ്യഘട്ടത്തിൽ ചാലക്കുടി, ഇരിങ്ങാലക്കുട, കൊടുങ്ങല്ലൂർ ജില്ലകളിലെ തിരഞ്ഞെടുക്കപ്പെട്ട ആശുപത്രികളിലാണ് പദ്ധതി ആരംഭിക്കുക.",1,ART_0066,8,14,SCALE,2,0,0,0
പദ്ധതിയുടെ പുരോഗതി വിലയിരുത്താൻ സംസ്ഥാനതല നിരീക്ഷണ സമിതി രൂപീകരിക്കും.,0,ART_0066,9,14,GENERAL_DETAIL,0,0,0,0
ജനങ്ങളുടെ പ്രതികരണം പരിശോധിച്ച ശേഷം കൂടുതൽ മാറ്റങ്ങൾ വരുത്തുമെന്ന് അധികൃതർ അറിയിച്ചു.,0,ART_0066,10,14,GENERAL_DETAIL,0,0,0,0
ഡോക്ടർമാർക്ക് രോഗിയുടെ മുൻകാല ആരോഗ്യവിവരങ്ങൾ വേഗത്തിൽ ലഭ്യമാകുന്നതോടെ ചികിത്സാ തീരുമാനങ്ങൾ കൂടുതൽ കൃത്യമാകും.,0,ART_0066,11,14,GENERAL_DETAIL,0,0,0,0
ആശുപത്രി ജീവനക്കാർക്കും ഡോക്ടർമാർക്കും പുതിയ സോഫ്റ്റ്‌വെയർ ഉപയോഗിക്കുന്നതിനുള്ള പരിശീലനം അടുത്ത ആഴ്ച ആരംഭിക്കും.,0,ART_0066,12,14,IMPLEMENTATION_DETAIL,0,0,0,0
പ്രാദേശിക സംഘടനകളുമായി ചർച്ച നടത്തിയ ശേഷം അന്തിമ പട്ടിക തയ്യാറാക്കും.,0,ART_0066,13,14,GENERAL_DETAIL,0,0,0,0
ഇടുക്കി: സർക്കാർ ആശുപത്രികളിൽ ഡിജിറ്റൽ ആരോഗ്യ കാർഡ് സംവിധാനം ഘട്ടംഘട്ടമായി നടപ്പാക്കുമെന്ന് ആരോഗ്യ വകുപ്പ് അറിയിച്ചു.,1,ART_0067,0,15,EVENT,0,0,0,0
"ആദ്യഘട്ടത്തിൽ പേരൂർക്കട, കഴക്കൂട്ടം, നെയ്യാറ്റിൻകര ജില്ലകളിലെ തിരഞ്ഞെടുക്കപ്പെട്ട ആശുപത്രികളിലാണ് പദ്ധതി ആരംഭിക്കുക.",1,ART_0067,1,15,SCALE,2,0,0,0
രോഗികളുടെ വിവരസുരക്ഷ ഉറപ്പാക്കാൻ പ്രത്യേക എൻക്രിപ്ഷൻ സംവിധാനം ഉപയോഗിക്കുമെന്ന് അധികൃതർ അറിയിച്ചു.,1,ART_0067,2,15,PRIVACY_SECURITY,0,0,1,0
പദ്ധതിയുടെ പുരോഗതി വിലയിരുത്താൻ സംസ്ഥാനതല നിരീക്ഷണ സമിതി രൂപീകരിക്കും.,0,ART_0067,3,15,GENERAL_DETAIL,0,0,0,0
ആശുപത്രി ജീവനക്കാർക്കും ഡോക്ടർമാർക്കും പുതിയ സോഫ്റ്റ്‌വെയർ ഉപയോഗിക്കുന്നതിനുള്ള പരിശീലനം അടുത്ത ആഴ്ച ആരംഭിക്കും.,0,ART_0067,4,15,IMPLEMENTATION_DETAIL,0,0,0,0
ഡോക്ടർമാർക്ക് രോഗിയുടെ മുൻകാല ആരോഗ്യവിവരങ്ങൾ വേഗത്തിൽ ലഭ്യമാകുന്നതോടെ ചികിത്സാ തീരുമാനങ്ങൾ കൂടുതൽ കൃത്യമാകും.,0,ART_0067,5,15,GENERAL_DETAIL,0,0,0,0
ഗ്രാമപ്രദേശങ്ങളിലെ ഇന്റർനെറ്റ് സൗകര്യം മെച്ചപ്പെടുത്തേണ്ടത് പദ്ധതിയുടെ വിജയത്തിന് നിർണായകമാണെന്ന് വിദഗ്ധർ അഭിപ്രായപ്പെട്ടു.,0,ART_0067,6,15,REACTION_BACKGROUND,0,0,0,0
പദ്ധതിക്കായി ആദ്യഘട്ടത്തിൽ 75 കോടി രൂപ അനുവദിച്ചതായി ധനവകുപ്പ് വ്യക്തമാക്കി.,1,ART_0067,7,15,BUDGET,4,0,0,0
"രോഗികളുടെ ചികിത്സാ ചരിത്രം, പരിശോധനാഫലങ്ങൾ, മരുന്ന് വിവരങ്ങൾ എന്നിവ ഏകീകൃത ഡിജിറ്റൽ രേഖയായി സൂക്ഷിക്കുന്നതാണ് പദ്ധതിയുടെ പ്രധാന ലക്ഷ്യം.",1,ART_0067,8,15,PURPOSE_GOAL,0,0,0,0
മോട്ടോർ വാഹന വകുപ്പ് ഉദ്യോഗസ്ഥർ സ്ഥലത്തെത്തി പ്രാഥമിക പരിശോധന നടത്തി.,0,ART_0067,9,15,GENERAL_DETAIL,0,0,0,0
ആദ്യഘട്ടം വിജയകരമായാൽ ആറുമാസത്തിനകം എല്ലാ ജില്ലാ ആശുപത്രികളിലേക്കും സംവിധാനം വ്യാപിപ്പിക്കാനാണ് തീരുമാനം.,0,ART_0067,10,15,POSSIBLE_FUTURE,1,1,0,0
പ്രാദേശിക സംഘടനകളുമായി ചർച്ച നടത്തിയ ശേഷം അന്തിമ പട്ടിക തയ്യാറാക്കും.,0,ART_0067,11,15,GENERAL_DETAIL,0,0,0,0
നിലവിലെ സംവിധാനവുമായി പുതിയ സംവിധാനം ബന്ധിപ്പിക്കുന്നതിനുള്ള നടപടികൾ പുരോഗമിക്കുകയാണ്.,0,ART_0067,12,15,GENERAL_DETAIL,0,0,0,0
പ്രായമായവർക്കും സ്മാർട്ട്‌ഫോൺ ഉപയോഗിക്കാൻ ബുദ്ധിമുട്ടുള്ളവർക്കും സഹായകേന്ദ്രങ്ങൾ ആശുപത്രികളിൽ ഒരുക്കും.,0,ART_0067,13,15,GENERAL_DETAIL,0,0,0,0
സാങ്കേതിക പ്രശ്നങ്ങൾ റിപ്പോർട്ട് ചെയ്യാൻ പ്രത്യേക ഹെൽപ്‌ലൈൻ ആരംഭിക്കുമെന്നും ആരോഗ്യ വകുപ്പ് അറിയിച്ചു.,0,ART_0067,14,15,GENERAL_DETAIL,1,0,0,1
കൊച്ചി: കുടിവെള്ള ക്ഷാമം പരിഹരിക്കാൻ പുതിയ പൈപ്പ്‌ലൈൻ പദ്ധതി ആരംഭിക്കുമെന്ന് ജല അതോറിറ്റി അറിയിച്ചു.,1,ART_0068,0,13,EVENT,0,0,0,0
സാങ്കേതിക തടസ്സങ്ങൾ ഒഴിവാക്കാൻ പ്രത്യേക മേൽനോട്ട സംഘം രൂപീകരിക്കും.,0,ART_0068,1,13,IMPLEMENTATION_DETAIL,0,0,0,0
പ്രവർത്തനങ്ങൾ പൂർത്തിയാകുന്നതുവരെ ടാങ്കർ ലോറികളിലൂടെ വെള്ളം വിതരണം ചെയ്യും.,0,ART_0068,2,13,GENERAL_DETAIL,0,0,0,0
പ്രാദേശിക ജനപ്രതിനിധികളുമായി ആലോചിച്ച ശേഷം അന്തിമ സമയക്രമം പ്രഖ്യാപിക്കും.,0,ART_0068,3,13,GENERAL_DETAIL,0,0,0,0
ജനങ്ങളുടെ പ്രതികരണം പരിശോധിച്ച ശേഷം കൂടുതൽ മാറ്റങ്ങൾ വരുത്തുമെന്ന് അധികൃതർ അറിയിച്ചു.,0,ART_0068,4,13,GENERAL_DETAIL,0,0,0,0
പദ്ധതിക്കായി 18 കോടി രൂപ അനുവദിച്ചതായി സർക്കാർ വ്യക്തമാക്കി.,1,ART_0068,5,13,BUDGET,3,0,0,0
പണി നടക്കുന്നതിനാൽ ചില റോഡുകളിൽ താൽക്കാലിക ഗതാഗത നിയന്ത്രണം ഉണ്ടാകുമെന്ന് അധികൃതർ അറിയിച്ചു.,1,ART_0068,6,13,PUBLIC_IMPACT,0,0,0,0
ജലനഷ്ടം കുറയ്ക്കാൻ മീറ്ററിംഗ് സംവിധാനം ശക്തമാക്കും.,0,ART_0068,7,13,GENERAL_DETAIL,0,0,0,0
പഴയ പൈപ്പുകൾ മാറ്റി പുതിയ ഉയർന്ന ശേഷിയുള്ള പൈപ്പുകളാണ് സ്ഥാപിക്കുക.,0,ART_0068,8,13,GENERAL_DETAIL,0,0,0,0
പദ്ധതി വിജയകരമായാൽ സമീപ പഞ്ചായത്തുകളിലേക്കും വ്യാപിപ്പിക്കാനാണ് തീരുമാനം.,0,ART_0068,9,13,POSSIBLE_FUTURE,0,1,0,0
പ്രാദേശിക സംഘടനകളുമായി ചർച്ച നടത്തിയ ശേഷം അന്തിമ പട്ടിക തയ്യാറാക്കും.,0,ART_0068,10,13,GENERAL_DETAIL,0,0,0,0
വേനൽക്കാലത്ത് സ്ഥിരമായ കുടിവെള്ള വിതരണം ഉറപ്പാക്കുകയാണ് പദ്ധതിയുടെ പ്രധാന ലക്ഷ്യം.,1,ART_0068,11,13,PURPOSE_GOAL,0,0,0,0
"ആദ്യഘട്ടത്തിൽ ചാലക്കുടി, ഇരിങ്ങാലക്കുട, കൊടുങ്ങല്ലൂർ പ്രദേശങ്ങളിലെ ഏകദേശം 10 കുടുംബങ്ങൾക്ക് പദ്ധതിയുടെ പ്രയോജനം ലഭിക്കും.",1,ART_0068,12,13,SCALE,4,0,0,0
ഇടുക്കി: സ്കൂൾ പരിസരങ്ങളിലെ റോഡ് സുരക്ഷ മെച്ചപ്പെടുത്താൻ പുതിയ സുരക്ഷാ പദ്ധതി ആരംഭിച്ചു.,1,ART_0069,0,15,EVENT,0,0,0,0
പദ്ധതിക്കായി 8 കോടി രൂപ വകയിരുത്തിയതായി വിദ്യാഭ്യാസ വകുപ്പ് അറിയിച്ചു.,1,ART_0069,1,15,BUDGET,3,0,0,0
സ്കൂൾ ബസുകൾക്ക് വേഗപരിധി നിർബന്ധമാക്കുകയും ഡ്രൈവർമാർക്ക് പ്രത്യേക പരിശീലനം നൽകുകയും ചെയ്യും.,1,ART_0069,2,15,PUBLIC_IMPACT,0,0,0,0
ഗതാഗത വകുപ്പ് ഉദ്യോഗസ്ഥർ സ്ഥലത്തെത്തി പ്രാഥമിക പരിശോധന നടത്തി.,0,ART_0069,3,15,GENERAL_DETAIL,0,0,0,0
പദ്ധതി വിജയകരമായാൽ കൂടുതൽ സ്കൂളുകളിലേക്ക് വ്യാപിപ്പിക്കാനാണ് തീരുമാനം.,0,ART_0069,4,15,POSSIBLE_FUTURE,0,1,0,0
പൊതുജനങ്ങളിൽ ബോധവൽക്കരണ പരിപാടികൾ നടത്തും.,0,ART_0069,5,15,GENERAL_DETAIL,0,0,0,1
രക്ഷിതാക്കൾ കുട്ടികളെ റോഡിന്റെ നടുവിൽ ഇറക്കിവിടരുതെന്ന് നിർദേശം നൽകി.,0,ART_0069,6,15,PUBLIC_IMPACT,0,0,0,1
വിദ്യാർത്ഥികളുടെ സുരക്ഷ ഉറപ്പാക്കുകയും സ്കൂൾ സമയത്തെ ഗതാഗത അപകടങ്ങൾ കുറയ്ക്കുകയും ചെയ്യുകയാണ് പദ്ധതിയുടെ പ്രധാന ലക്ഷ്യം.,1,ART_0069,7,15,PURPOSE_GOAL,0,0,0,0
"ആദ്യഘട്ടത്തിൽ തിരുവനന്തപുരം, എറണാകുളം, കോഴിക്കോട് മേഖലകളിലെ 15 സ്കൂളുകളിലാണ് പദ്ധതി നടപ്പാക്കുക.",1,ART_0069,8,15,SCALE,3,0,0,0
സ്കൂൾ പ്രവേശന കവാടങ്ങളിൽ സീബ്രാ ക്രോസിങ്ങും മുന്നറിയിപ്പ് ബോർഡുകളും സ്ഥാപിക്കും.,0,ART_0069,9,15,PUBLIC_IMPACT,0,0,0,1
പദ്ധതിയുടെ വിശദമായ മാർഗനിർദേശങ്ങൾ പിന്നീട് പ്രസിദ്ധീകരിക്കും.,0,ART_0069,10,15,GENERAL_DETAIL,0,0,0,0
പ്രാദേശിക സംഘടനകളുമായി ചർച്ച നടത്തിയ ശേഷം അന്തിമ പട്ടിക തയ്യാറാക്കും.,0,ART_0069,11,15,GENERAL_DETAIL,0,0,0,0
രാവിലെക്കും വൈകിട്ടും പൊലീസ് നിരീക്ഷണം ശക്തമാക്കുമെന്ന് അധികൃതർ പറഞ്ഞു.,0,ART_0069,12,15,GENERAL_DETAIL,0,0,0,0
നിലവിലുള്ള പാർക്കിംഗ് പ്രശ്നങ്ങൾ പരിഹരിക്കാൻ പ്രത്യേക യോഗം ചേരും.,0,ART_0069,13,15,GENERAL_DETAIL,0,0,0,0
ജനങ്ങളുടെ പ്രതികരണം പരിശോധിച്ച ശേഷം കൂടുതൽ മാറ്റങ്ങൾ വരുത്തുമെന്ന് അധികൃതർ അറിയിച്ചു.,0,ART_0069,14,15,GENERAL_DETAIL,0,0,0,0
പത്തനംതിട്ട: സർക്കാർ ആശുപത്രികളിൽ ഡിജിറ്റൽ ആരോഗ്യ കാർഡ് സംവിധാനം ഘട്ടംഘട്ടമായി നടപ്പാക്കുമെന്ന് ആരോഗ്യ വകുപ്പ് അറിയിച്ചു.,1,ART_0070,0,14,EVENT,0,0,0,0
"രോഗികളുടെ ചികിത്സാ ചരിത്രം, പരിശോധനാഫലങ്ങൾ, മരുന്ന് വിവരങ്ങൾ എന്നിവ ഏകീകൃത ഡിജിറ്റൽ രേഖയായി സൂക്ഷിക്കുന്നതാണ് പദ്ധതിയുടെ പ്രധാന ലക്ഷ്യം.",1,ART_0070,1,14,PURPOSE_GOAL,0,0,0,0
രോഗികളുടെ വിവരസുരക്ഷ ഉറപ്പാക്കാൻ പ്രത്യേക എൻക്രിപ്ഷൻ സംവിധാനം ഉപയോഗിക്കുമെന്ന് അധികൃതർ അറിയിച്ചു.,1,ART_0070,2,14,PRIVACY_SECURITY,0,0,1,0
ഡോക്ടർമാർക്ക് രോഗിയുടെ മുൻകാല ആരോഗ്യവിവരങ്ങൾ വേഗത്തിൽ ലഭ്യമാകുന്നതോടെ ചികിത്സാ തീരുമാനങ്ങൾ കൂടുതൽ കൃത്യമാകും.,0,ART_0070,3,14,GENERAL_DETAIL,0,0,0,0
ആശുപത്രി ജീവനക്കാർക്കും ഡോക്ടർമാർക്കും പുതിയ സോഫ്റ്റ്‌വെയർ ഉപയോഗിക്കുന്നതിനുള്ള പരിശീലനം അടുത്ത ആഴ്ച ആരംഭിക്കും.,0,ART_0070,4,14,IMPLEMENTATION_DETAIL,0,0,0,0
പ്രായമായവർക്കും സ്മാർട്ട്‌ഫോൺ ഉപയോഗിക്കാൻ ബുദ്ധിമുട്ടുള്ളവർക്കും സഹായകേന്ദ്രങ്ങൾ ആശുപത്രികളിൽ ഒരുക്കും.,0,ART_0070,5,14,GENERAL_DETAIL,0,0,0,0
സാങ്കേതിക പ്രശ്നങ്ങൾ റിപ്പോർട്ട് ചെയ്യാൻ പ്രത്യേക ഹെൽപ്‌ലൈൻ ആരംഭിക്കുമെന്നും ആരോഗ്യ വകുപ്പ് അറിയിച്ചു.,0,ART_0070,6,14,GENERAL_DETAIL,1,0,0,1
"ആദ്യഘട്ടത്തിൽ ഫോർട്ട് കൊച്ചി, മട്ടാഞ്ചേരി, തേവര ജില്ലകളിലെ തിരഞ്ഞെടുക്കപ്പെട്ട ആശുപത്രികളിലാണ് പദ്ധതി ആരംഭിക്കുക.",1,ART_0070,7,14,SCALE,2,0,0,0
പദ്ധതിക്കായി ആദ്യഘട്ടത്തിൽ 100 കോടി രൂപ അനുവദിച്ചതായി ധനവകുപ്പ് വ്യക്തമാക്കി.,1,ART_0070,8,14,BUDGET,4,0,0,0
പദ്ധതിയുടെ പുരോഗതി വിലയിരുത്താൻ സംസ്ഥാനതല നിരീക്ഷണ സമിതി രൂപീകരിക്കും.,0,ART_0070,9,14,GENERAL_DETAIL,0,0,0,0
ആദ്യഘട്ടം വിജയകരമായാൽ ആറുമാസത്തിനകം എല്ലാ ജില്ലാ ആശുപത്രികളിലേക്കും സംവിധാനം വ്യാപിപ്പിക്കാനാണ് തീരുമാനം.,0,ART_0070,10,14,POSSIBLE_FUTURE,1,1,0,0
ആരോഗ്യ വകുപ്പ് ഉദ്യോഗസ്ഥർ സ്ഥലത്തെത്തി പ്രാഥമിക പരിശോധന നടത്തി.,0,ART_0070,11,14,GENERAL_DETAIL,0,0,0,0
പദ്ധതിയുടെ വിശദമായ മാർഗനിർദേശങ്ങൾ പിന്നീട് പ്രസിദ്ധീകരിക്കും.,0,ART_0070,12,14,GENERAL_DETAIL,0,0,0,0
ഗ്രാമപ്രദേശങ്ങളിലെ ഇന്റർനെറ്റ് സൗകര്യം മെച്ചപ്പെടുത്തേണ്ടത് പദ്ധതിയുടെ വിജയത്തിന് നിർണായകമാണെന്ന് വിദഗ്ധർ അഭിപ്രായപ്പെട്ടു.,0,ART_0070,13,14,REACTION_BACKGROUND,0,0,0,0
കണ്ണൂർ: കുടിവെള്ള ക്ഷാമം പരിഹരിക്കാൻ പുതിയ പൈപ്പ്‌ലൈൻ പദ്ധതി ആരംഭിക്കുമെന്ന് ജല അതോറിറ്റി അറിയിച്ചു.,1,ART_0071,0,14,EVENT,0,0,0,0
ജലനഷ്ടം കുറയ്ക്കാൻ മീറ്ററിംഗ് സംവിധാനം ശക്തമാക്കും.,0,ART_0071,1,14,GENERAL_DETAIL,0,0,0,0
പഴയ പൈപ്പുകൾ മാറ്റി പുതിയ ഉയർന്ന ശേഷിയുള്ള പൈപ്പുകളാണ് സ്ഥാപിക്കുക.,0,ART_0071,2,14,GENERAL_DETAIL,0,0,0,0
സാങ്കേതിക തടസ്സങ്ങൾ ഒഴിവാക്കാൻ പ്രത്യേക മേൽനോട്ട സംഘം രൂപീകരിക്കും.,0,ART_0071,3,14,IMPLEMENTATION_DETAIL,0,0,0,0
പദ്ധതിയുടെ വിശദമായ മാർഗനിർദേശങ്ങൾ പിന്നീട് പ്രസിദ്ധീകരിക്കും.,0,ART_0071,4,14,GENERAL_DETAIL,0,0,0,0
വേനൽക്കാലത്ത് സ്ഥിരമായ കുടിവെള്ള വിതരണം ഉറപ്പാക്കുകയാണ് പദ്ധതിയുടെ പ്രധാന ലക്ഷ്യം.,1,ART_0071,5,14,PURPOSE_GOAL,0,0,0,0
"ആദ്യഘട്ടത്തിൽ ഫോർട്ട് കൊച്ചി, മട്ടാഞ്ചേരി, തേവര പ്രദേശങ്ങളിലെ ഏകദേശം 15 കുടുംബങ്ങൾക്ക് പദ്ധതിയുടെ പ്രയോജനം ലഭിക്കും.",1,ART_0071,6,14,SCALE,4,0,0,0
പ്രവർത്തനങ്ങൾ പൂർത്തിയാകുന്നതുവരെ ടാങ്കർ ലോറികളിലൂടെ വെള്ളം വിതരണം ചെയ്യും.,0,ART_0071,7,14,GENERAL_DETAIL,0,0,0,0
പ്രാദേശിക ജനപ്രതിനിധികളുമായി ആലോചിച്ച ശേഷം അന്തിമ സമയക്രമം പ്രഖ്യാപിക്കും.,0,ART_0071,8,14,GENERAL_DETAIL,0,0,0,0
പദ്ധതി വിജയകരമായാൽ സമീപ പഞ്ചായത്തുകളിലേക്കും വ്യാപിപ്പിക്കാനാണ് തീരുമാനം.,0,ART_0071,9,14,POSSIBLE_FUTURE,0,1,0,0
പ്രാദേശിക സംഘടനകളുമായി ചർച്ച നടത്തിയ ശേഷം അന്തിമ പട്ടിക തയ്യാറാക്കും.,0,ART_0071,10,14,GENERAL_DETAIL,0,0,0,0
ആരോഗ്യ വകുപ്പ് ഉദ്യോഗസ്ഥർ സ്ഥലത്തെത്തി പ്രാഥമിക പരിശോധന നടത്തി.,0,ART_0071,11,14,GENERAL_DETAIL,0,0,0,0
പണി നടക്കുന്നതിനാൽ ചില റോഡുകളിൽ താൽക്കാലിക ഗതാഗത നിയന്ത്രണം ഉണ്ടാകുമെന്ന് അധികൃതർ അറിയിച്ചു.,1,ART_0071,12,14,PUBLIC_IMPACT,0,0,0,0
പദ്ധതിക്കായി 5 കോടി രൂപ അനുവദിച്ചതായി സർക്കാർ വ്യക്തമാക്കി.,1,ART_0071,13,14,BUDGET,3,0,0,0
കോഴിക്കോട്: തുടർച്ചയായ മഴയെ തുടർന്ന് ജില്ലയിലെ പ്രധാന ജലാശയങ്ങളിലെ ജലനിരപ്പ് ഉയരുന്നു.,1,ART_0072,0,15,EVENT,1,0,0,0
മഴക്കെടുതി കുറയ്ക്കാനും പൊതുജനങ്ങളുടെ സുരക്ഷ ഉറപ്പാക്കാനും മുൻകരുതൽ നടപടികൾ ശക്തമാക്കിയതായി ജില്ലാ ഭരണകൂടം വ്യക്തമാക്കി.,1,ART_0072,1,15,PURPOSE_GOAL,1,0,0,1
മലയോര മേഖലകളിൽ മണ്ണിടിച്ചിൽ ഭീഷണി നിലനിൽക്കുന്നതിനാൽ അനാവശ്യ യാത്രകൾ ഒഴിവാക്കണമെന്ന് ദുരന്തനിവാരണ വിഭാഗം അറിയിച്ചു.,1,ART_0072,2,15,RISK_IMPACT,0,0,0,0
പദ്ധതിയുടെ വിശദമായ മാർഗനിർദേശങ്ങൾ പിന്നീട് പ്രസിദ്ധീകരിക്കും.,0,ART_0072,3,15,GENERAL_DETAIL,0,0,0,0
താഴ്ന്ന പ്രദേശങ്ങളിൽ താമസിക്കുന്നവർ ജാഗ്രത പാലിക്കണമെന്ന് അധികൃതർ മുന്നറിയിപ്പ് നൽകി.,0,ART_0072,4,15,PUBLIC_IMPACT,0,0,0,1
ജനങ്ങളുടെ പ്രതികരണം പരിശോധിച്ച ശേഷം കൂടുതൽ മാറ്റങ്ങൾ വരുത്തുമെന്ന് അധികൃതർ അറിയിച്ചു.,0,ART_0072,5,15,GENERAL_DETAIL,0,0,0,0
സ്കൂൾ വിദ്യാർത്ഥികൾക്കും തൊഴിലാളികൾക്കും സുരക്ഷ ഉറപ്പാക്കാൻ പ്രാദേശിക ഭരണകൂടം നിരീക്ഷണം ആരംഭിച്ചു.,0,ART_0072,6,15,GENERAL_DETAIL,0,0,0,0
ജനങ്ങൾ അഭ്യൂഹങ്ങൾ വിശ്വസിക്കാതെ ഔദ്യോഗിക അറിയിപ്പുകൾ മാത്രം പിന്തുടരണമെന്ന് അധികൃതർ നിർദേശിച്ചു.,1,ART_0072,7,15,PUBLIC_IMPACT,0,0,0,0
"പാലാരിവട്ടം, വൈറ്റില, ഇടപ്പള്ളി, കലൂർ പ്രദേശങ്ങളിൽ യെല്ലോ അലർട്ട് പ്രഖ്യാപിച്ചതായി കേന്ദ്ര കാലാവസ്ഥാ വകുപ്പ് അറിയിച്ചു.",1,ART_0072,8,15,SCALE,0,0,0,0
പുഴകളുടെയും തോടുകളുടെയും തീരത്ത് താമസിക്കുന്നവർ അധികൃതരുടെ മുന്നറിയിപ്പുകൾ ശ്രദ്ധിക്കണം.,0,ART_0072,9,15,GENERAL_DETAIL,0,0,0,0
മഴ ശക്തമായി തുടരുകയാണെങ്കിൽ ചില ഭാഗങ്ങളിൽ ഗതാഗത നിയന്ത്രണം ഏർപ്പെടുത്താൻ സാധ്യതയുണ്ട്.,0,ART_0072,10,15,POSSIBLE_FUTURE,0,1,0,0
വൈദ്യുതി വകുപ്പും അഗ്നിരക്ഷാ സേനയും അടിയന്തര സാഹചര്യങ്ങൾ നേരിടാൻ സജ്ജമാണ്.,0,ART_0072,11,15,GENERAL_DETAIL,0,0,0,0
ഗതാഗത വകുപ്പ് ഉദ്യോഗസ്ഥർ സ്ഥലത്തെത്തി പ്രാഥമിക പരിശോധന നടത്തി.,0,ART_0072,12,15,GENERAL_DETAIL,0,0,0,0
